ID,Name,isshow,ItemMainType,ItemSubType,EquipmentSlot,WeaponType,WeaponEntityId,NeedMoney,Price,Level,Icon,Quality,Profession,Rank,MaxCount,From,AddValue,Desc,,skillID,GloAction,Durability,HpMax,MpMax,HpCurr,MpCurr,Attack,Defense,Agile,Spirit,Reply,Hit,Dodge,Crit,counterpunch,Magicattack,Magicdefense,NoSleep,NoPetrifaction,NoDrunk,NoChaos,NoForget,Wind,Land,Water,Fire,PT_SneakAttack,Poison,RaceType,InfluenceSkill,Coefficient,EmployeeId,CanUse,AttackAction,Title,Weapon_D,Weapon_P,Armor_D,Armor_P,AcquiringWay,ArtifactExp
1625,祈祷的围巾,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,542,8,toudai07_icon,QC_Purple,,,1,,,祈祷生命,,,,450;450,223;223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,44,,,,,活动获得,10
1626,冰之杖,0,IMT_Equip,IST_Stick,ES_SingleHand,WT_Stick,1005,,31,1,moshi_icon,QC_Purple,,,1,,,开箱子得到,,,,240;240,,,,,10;10,,,10;10,,,,,,3;3,,,,,,,,,,,,,,,,,IUF_Scene,WAT_Chop,,,,,,活动获得,10
1627,冰之斧,0,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,31,1,moshi_icon,QC_Purple,,,1,,,开箱子得到,,,,240;240,,,,,80;80,-30;-30,-10;-10,,,,,30;30,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_Chop,,,,,,活动获得,10
1628,野狼船长的航海日志,1,IMT_Consumables,IST_None,ES_None,WT_None,,,31,1,moshi_icon,QC_Blue,,,1,,,卖店1000g，用途不明。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_None,WAT_None,,,,,,活动获得,
1629,杂役古堤的航海日志,1,IMT_Consumables,IST_None,ES_None,WT_None,,,31,1,moshi_icon,QC_Blue,,,1,,,卖店1000g，用途不明。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_None,WAT_None,,,,,,活动获得,
1658,阳光耳饰,1,IMT_Equip,IST_Earrings,ES_Ornament_0,WT_None,,,57,3,erhuan02_icon,QC_Blue,,,1,,,受到过太阳的祝福，虽然只有一点点,,,,1398;1398,30;30,50;50,,,10;10,20;20,10;10,6;6,,,6;6,6;6,,,,20;20,,20;20,,20;20,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1659,永恒之链,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,57,3,xianglian11_icon,QC_Blue,,,1,,,代表永恒的项链,,,,1434;1434,40;40,40;40,,,15;15,15;15,10;10,3;3,3;3,3;3,3;3,3;3,3;3,,,10;10,10;10,10;10,10;10,10;10,,,,,,10;10,,,,,IUF_Scene,WAT_None,45,,,,,活动获得,10
1660,神圣手环,1,IMT_Equip,IST_Bracelet,ES_Ornament_0,WT_None,,,57,3,shouhuan09_icon,QC_Blue,,,1,,,神圣的手环,,,,1407;1407,50;50,30;30,,,20;20,10;10,10;10,,6;6,6;6,,,6;6,,,,20;20,,20;20,,,,,,,20;20,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1661,猩红之戒,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,94,4,jiezhi12_icon,QC_Purple,,,1,,,阴森的洞窟中找到的戒指,,,,261;261,25;25,,,,21;21,17;17,17;17,,,5;5,,5;5,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,46,,,,,活动获得,10
1662,蓝月之戒,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,94,4,jiezhi20_icon,QC_Purple,,,1,,,也是在阴森的洞窟中找到的,,,,393;393,,25;25,,,,,18;18,13;13,8;8,,5;5,,5;5,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,47,,,,,活动获得,10
1663,生命的羁绊,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,94,4,yueqi06_icon,QC_Purple,,,1,,,传说中的勇者留下的,,,,450;450,50;50,,,,,,,,,,,,,,,,,,10;10,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1676,突击之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu13_icon,QC_Purple,,,1,,,荣誉至上，忠诚守信，英勇无畏，勇敢尚武。,,,,900;900,160;160,,,,10;10,10;10,10;10,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1677,痛击之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu15_icon,QC_Purple,,,1,,,不胜利，毋宁死,,,,900;900,,,,,80;80,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1678,奋迅之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu16_icon,QC_Purple,,,1,,,吾辈何以为战？,,,,900;900,80;80,,,,40;40,,,,,,,5;5,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1683,仁爱之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu17_icon,QC_Purple,,,1,,,看我的手指，这是几？,,,,933;933,98;98,49;49,,,,,,14;14,15;15,,,,,,,5;5,5;5,,5;5,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1684,恢复之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu18_icon,QC_Purple,,,1,,,拥有生命的力量,,,,855;855,,52;52,,,,,15;15,,11;11,,,,,,,,20;20,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1685,蛊惑之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu19_icon,QC_Purple,,,1,,,当心被蛊惑,,,,903;903,,46;46,,,,,10;10,15;15,,,,,,,,,,,16;16,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1686,威力之饰,1,IMT_Equip,IST_Necklace,ES_Ornament_0,WT_None,,,155,5,hushenfu03_icon,QC_Purple,,,1,,,让你拥有强大的魔力,,,,918;918,,73;73,,,,,,20;20,15;15,,,,,5;5,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1696,见习勇者勋章,1,IMT_Equip,IST_Charm,ES_Ornament_0,WT_None,,,31,1,hushenfu01_icon,QC_Purple,,,1,,,见习勇者的标志，可以提升一点点战斗力,,,,300;300,50;50,15;15,,,8;8,,8;8,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1697,勇者勋章,1,IMT_Equip,IST_Charm,ES_Ornament_0,WT_None,,,38,2,hushenfu12_icon,QC_Purple,,,1,,,勇者的标志，可以提升战斗力,,,,300;300,100;100,30;30,,,12;12,,12;12,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1698,王宫勇者勋章,1,IMT_Equip,IST_Charm,ES_Ornament_0,WT_None,,,57,3,hushenfu05_icon,QC_Purple,,,1,,,王宫勇者的标志，可以提升不小的战斗力,,,,300;300,150;150,45;45,,,22;22,,14;14,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1699,御用勇者勋章,1,IMT_Equip,IST_Charm,ES_Ornament_0,WT_None,,,94,4,hushenfu04_icon,QC_Purple,,,1,,,御用勇者的标志，可以提升很多的战斗力,,,,300;300,200;200,60;60,,,30;30,,20;20,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1700,兔子时装（男）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,297,,10000,1,rabbit1_icon,QC_Purple,,,1,,,可爱的兔子装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1701,兔子时装（女）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,298,,10000,1,rabbit2_icon,QC_Purple,,,1,,,可爱的兔子装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1702,海盗时装（男）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,339,,10000,1,haidao1_icon,QC_Purple,,,1,,,酷酷的海盗装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1703,海盗时装（女）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,340,,10000,1,haidao2_icon,QC_Purple,,,1,,,酷酷的海盗装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1704,吸血鬼时装（男）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,341,,10000,1,xixuegui1_icon,QC_Purple,,,1,,,高贵的吸血鬼装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1705,吸血鬼时装（女）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,342,,10000,1,xixuegui2_icon,QC_Purple,,,1,,,高贵的吸血鬼装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1706,和服时装（男）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,343,,10000,1,hefu1_icon,QC_Purple,,,1,,,优雅的和服装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1707,和服时装（女）,1,IMT_Equip,IST_Fashion,ES_Fashion,WT_None,344,,10000,1,hefu2_icon,QC_Purple,,,1,,,优雅的和服装扮,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1716,时间水晶1级,0,IMT_Consumables,IST_Consumables,ES_None,WT_None,,,31,1,wupin10_icon,QC_White,,,1,,,神器的水晶，可以补充1个小时双倍时间,,,"shishui_LV1(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1717,时间水晶2级,0,IMT_Consumables,IST_Consumables,ES_None,WT_None,,,31,1,wupin11_icon,QC_Green,,,1,,,神器的水晶，可以补充2个小时双倍时间,,,"shishui_LV2(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1718,时间水晶3级,0,IMT_Consumables,IST_Consumables,ES_None,WT_None,,,31,1,wupin12_icon,QC_Blue,,,1,,,神器的水晶，可以补充3个小时双倍时间,,,"shishui_LV3(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1719,时间水晶6级,0,IMT_Consumables,IST_Consumables,ES_None,WT_None,,,31,1,wupin13_icon,QC_Purple,,,1,,,神器的水晶，可以补充6个小时双倍时间,,,"shishui_LV6(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1723,再生灵药,0,IMT_Consumables,IST_Consumables,ES_None,WT_None,,,31,1,wupin14_icon,QC_Purple,,,1,,,再生药，来自异世界的神奇药水，使用后可以重置所有已加属性点,,,item_zaisheng(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1724,试做型光辉法杖,0,IMT_Equip,IST_Stick,ES_SingleHand,WT_Stick,1005,,373,7,moshi_icon,QC_Golden,,,1,,,,,,,90;90,10;10,140;140,,,50;50,,,40;40,10;10,,6;6,,6;6,240;240,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,活动获得,10
1725,试做型光辉之弓,0,IMT_Equip,IST_Bow,ES_DoubleHand,WT_Bow,1004,,373,7,moshi_icon,QC_Golden,,,1,,,,,,,90;90,150;150,,,,180;180,,10;10,,,10;10,,10;10,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Bow,,,,,,活动获得,10
1726,试做型光辉之剑,0,IMT_Equip,IST_Sword,ES_SingleHand,WT_Sword,1002,,373,7,moshi_icon,QC_Golden,,,1,,,,,,,90;90,150;150,,,,180;180,,15;15,,,,12;12,,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,活动获得,10
1727,试做型光辉之枪,0,IMT_Equip,IST_Spear,ES_SingleHand,WT_Spear,1003,,373,7,moshi_icon,QC_Golden,,,1,,,,,,,90;90,200;200,,,,160;160,20;20,,,,6;6,,,6;6,,,,,,,,,,,,,,,,,,IUF_All,WAT_Stab,,,,,,活动获得,10
1728,试做型光辉之斧,0,IMT_Equip,IST_Axe,ES_SingleHand,WT_Axe,1001,,373,7,moshi_icon,QC_Golden,,,1,,,,,,,90;90,,,,,260;260,,,,,,,20;20,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,活动获得,10
1730,试做型光辉小刀,0,IMT_Equip,IST_Knife,ES_DoubleHand,WT_Knife,,,373,7,moshi_icon,QC_Golden,,,1,,,,,,,90;90,75;75,75;75,,,140;140,,,,,,6;6,6;6,,,,,,,,,,,,,,,,,,,IUF_All,WAT_Throw,,,,,,活动获得,10
1731,神秘的蛋,0,IMT_Consumables,IST_None,ES_None,WT_None,,,31,1,moshi_icon,QC_Green,,,1,,,可以开出：鬼类、炸弹类、敏捷的雏龙、豪力的大地鼠等。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1732,完全修理卷,0,IMT_Consumables,IST_None,ES_None,WT_None,,,31,1,moshi_icon,QC_Green,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1733,冠军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi04_icon,QC_Golden,,,1,,,冠军的象征，史上最前冠军,,,,1500;1500,50;50,50;50,,,50;50,50;50,40;40,15;15,40;40,12;12,12;12,12;12,12;12,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,48,,,,,活动获得,10
1734,亚军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi03_icon,QC_Purple,,,1,,,亚军的象征，比冠军只差那么一点,,,,1500;1500,45;45,45;45,,,45;45,45;45,35;35,13;13,35;35,11;11,11;11,11;11,11;11,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,49,,,,,活动获得,10
1735,季军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi01_icon,QC_Blue,,,1,,,季军的象征，比亚军只差那么一点,,,,1500;1500,40;40,40;40,,,40;40,40;40,30;30,11;11,30;30,10;10,10;10,10;10,10;10,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,50,,,,,活动获得,10
1736,殿军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi02_icon,QC_Blue,,,1,,,殿军……悲剧的第四名,,,,1500;1500,35;35,35;35,,,35;35,35;35,35;35,9;9,25;25,9;9,9;9,9;9,9;9,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,51,,,,,活动获得,10
1737,八强戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi09_icon,QC_Blue,,,1,,,八强也很强了！,,,,1500;1500,30;30,30;30,,,30;30,30;30,30;30,7;7,20;20,7;7,7;7,7;7,7;7,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,52,,,,,活动获得,10
1738,十六强戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi14_icon,QC_Blue,,,1,,,安慰奖,,,,1500;1500,25;25,25;25,,,25;25,25;25,25;25,5;5,15;15,5;5,5;5,5;5,5;5,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,53,,,,,活动获得,10
1739,中量级冠军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi04_icon,QC_Blue,,,1,,,中量级冠军，同阶无敌！,,,,1500;1500,45;45,45;45,,,45;45,45;45,35;35,13;13,35;35,11;11,11;11,11;11,11;11,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,54,,,,,活动获得,10
1740,中量级亚军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi03_icon,QC_Blue,,,1,,,一人之下，万人之上！不算重量级。,,,,1500;1500,40;40,40;40,,,40;40,40;40,30;30,11;11,30;30,10;10,10;10,10;10,10;10,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,55,,,,,活动获得,10
1741,中量级季军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi01_icon,QC_Blue,,,1,,,差点能夺冠。,,,,1500;1500,35;35,35;35,,,35;35,35;35,35;35,9;9,25;25,9;9,9;9,9;9,9;9,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,56,,,,,活动获得,10
1742,中量级殿军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi02_icon,QC_Blue,,,1,,,可惜没能登上领奖台,,,,1500;1500,30;30,30;30,,,30;30,30;30,30;30,7;7,20;20,7;7,7;7,7;7,7;7,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,57,,,,,活动获得,10
1743,中量级八强戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi09_icon,QC_Blue,,,1,,,我是第五名！,,,,1500;1500,25;25,25;25,,,25;25,25;25,25;25,5;5,15;15,5;5,5;5,5;5,5;5,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,58,,,,,活动获得,10
1744,中量级十六强戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi14_icon,QC_Blue,,,1,,,量产型戒指,,,,1500;1500,20;20,20;20,,,20;20,20;20,20;20,3;3,10;10,3;3,3;3,3;3,3;3,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,59,,,,,活动获得,10
1745,重量级冠军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi04_icon,QC_Golden,,,1,,,我不是针对谁，我是说在座各位都是。。。,,,,1500;1500,50;50,50;50,,,50;50,50;50,40;40,15;15,40;40,12;12,12;12,12;12,12;12,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,60,,,,,活动获得,10
1746,重量级亚军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi03_icon,QC_Purple,,,1,,,只是比冠军差一点运气,,,,1500;1500,45;45,45;45,,,45;45,45;45,35;35,13;13,35;35,11;11,11;11,11;11,11;11,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,61,,,,,活动获得,10
1747,重量级季军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi01_icon,QC_Blue,,,1,,,和亚军差不多,,,,1500;1500,40;40,40;40,,,40;40,40;40,30;30,11;11,30;30,10;10,10;10,10;10,10;10,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,62,,,,,活动获得,10
1748,重量级殿军戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi02_icon,QC_Blue,,,1,,,三军之后的殿军,,,,1500;1500,35;35,35;35,,,35;35,35;35,35;35,9;9,25;25,9;9,9;9,9;9,9;9,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,63,,,,,活动获得,10
1749,重量级八强戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi09_icon,QC_Blue,,,1,,,并列第五,,,,1500;1500,30;30,30;30,,,30;30,30;30,30;30,7;7,20;20,7;7,7;7,7;7,7;7,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,64,,,,,活动获得,10
1750,重量级十六强戒指,1,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,jiezhi14_icon,QC_Blue,,,1,,,安慰奖,,,,1500;1500,25;25,25;25,,,25;25,25;25,25;25,5;5,15;15,5;5,5;5,5;5,5;5,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,65,,,,,活动获得,10
1751,超级防御,0,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,moshi_icon,QC_Blue,,,1,,,超级防御,,,,1500;1500,,,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1752,超级攻击,0,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,moshi_icon,QC_Blue,,,1,,,超级攻击,,,,1500;1500,,,,,10000;10000,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1753,超级闪避,0,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,moshi_icon,QC_Blue,,,1,,,超级闪避,,,,1500;1500,,,,,,,,,,,10000;10000,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1754,蘑菇,0,IMT_Consumables,IST_Consumables,ES_None,WT_None,,,31,1,mogu1_icon,QC_Blue,,,99,,,使用后获得100-10000的随机经验值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1755,牛币力特,0,IMT_Equip,IST_Ring,ES_Ornament_0,WT_None,,,31,1,moshi_icon,QC_Purple,,,1,,,各种超级,,,,1500;1500,9999;9999,9999;9999,,,10000;10000,10000;10000,5000;5000,1000;1000,1000;1000,1000;1000,1000;1000,1000;1000,1000;1000,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,10
1756,200技能草,0,IMT_Consumables,IST_SkillExp,ES_None,WT_None,,,1000,1,jinengcao01_icon,QC_Green,,,99,,200,给随机技能提升200经验,,,"jinengcao_200(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1757,500技能草,0,IMT_Consumables,IST_SkillExp,ES_None,WT_None,,,3000,1,jinengcao02_icon,QC_Blue,,,99,,500,给随机技能提升500经验,,,"jinengcao_500(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1758,100000技能草,0,IMT_Consumables,IST_SkillExp,ES_None,WT_None,,,10000,1,jinengcao03_icon,QC_White,,,99,,100000,测试道具,,,"jinengcao_10W(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1759,初级经验球,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,100,1,jingyan01_icon,QC_White,,,99,,5000,增加出战宠物经验5000,,,baby_exp_5000(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1760,中级经验球,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,500,1,jingyan02_icon,QC_Green,,,99,,10000,增加出战宠物经验10000,,,baby_exp_10000(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1761,高级经验球,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,1000,1,jingyan03_icon,QC_Blue,,,99,,20000,增加出战宠物经验20000,,,baby_exp_20000(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1762,超级经验球,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,2000,1,jingyan03_icon,QC_Purple,,,99,,100000,增加出战宠物经验100000,,,baby_exp_10W(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1763,特级经验球,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,3000,1,jingyan03_icon,QC_Purple,,,99,,200000,增加出战宠物经验200000,,,baby_exp_20W(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1764,真·特级经验球,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,5000,1,jingyan03_icon,QC_Purple,,,99,,500000,增加出战宠物经验500000,,,baby_exp_50W(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1765,经验球霸,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,10000,1,jingyan03_icon,QC_Golden,,,99,,1000000,增加出战宠物经验1000000,,,baby_exp_100W(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1766,真经验球霸,0,IMT_Consumables,IST_BabyExp,ES_None,WT_None,,,10000,1,jingyan03_icon,QC_Golden,,,99,,2000000,增加出战宠物经验2000000,,,baby_exp_200W(RECEIVER),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1767,5000技能草,0,IMT_Consumables,IST_SkillExp,ES_None,WT_None,,,5000,1,jinengcao03_icon,QC_Purple,,,99,,5000,给随机技能提升5000经验,,,"jinengcao_5000(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1768,10000技能草,0,IMT_Consumables,IST_SkillExp,ES_None,WT_None,,,10000,1,jinengcao03_icon,QC_Golden,,,99,,10000,给随机技能提升10000经验,,,"jinengcao_10000(RECEIVER,ARG0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_Scene,WAT_None,,,,,,活动获得,
1769,测试耐久武器,0,IMT_Equip,IST_Stick,ES_SingleHand,WT_Stick,1005,,1,1,moshi_icon,QC_White,,,1,,,,,,,240;240,10;10,140;140,,,50;50,,,40;40,10;10,,6;6,,6;6,240;240,,,,,,,,,,,,,,,,,IUF_All,WAT_Chop,,,,,,活动获得,10
3001,铜,0,IMT_Consumables,IST_Material,ES_None,WT_None,,,10,1,kuang1_icon,QC_White,,,999,,,1级矿石，通过挖掘获得，制造装备和武器的必需品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_None,WAT_None,,,,,,采集挖矿获得,
3002,铁,0,IMT_Consumables,IST_Material,ES_None,WT_None,,,20,2,kuang2_icon,QC_Green,,,999,,,2级矿石，通过挖掘获得，制造装备和武器的必需品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_None,WAT_None,,,,,,采集挖矿获得,
3003,银,0,IMT_Consumables,IST_Material,ES_None,WT_None,,,30,3,kuang3_icon,QC_Green,,,999,,,3级矿石，通过挖掘获得，制造装备和武器的必需品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_None,WAT_None,,,,,,采集挖矿获得,
3004,铝,0,IMT_Consumables,IST_Material,ES_None,WT_None,,,30,3,kuang4_icon,QC_Green,,,999,,,3级矿石，通过挖掘获得，制造装备和武器的必需品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IUF_None,WAT_None,,,,,,采集挖矿获得,
