NpcId,PosX,PosZ,PosY,RotY,AssetID,NpcName,NpcQuest,NpcTalk,BabySkillLearn,UIAssetsId,QuestID,Transfer,NpcType,SceneID,OpenLv,
4053,-6.91,-7.41,0,0,220,流窜的怪物,,130243,,,51189,,NT_Normal,30,,
4054,18.54,-9.22,0,0,10,流窜的怪物,,130244,,,51190,,NT_Normal,30,,
4055,9.45,-14.36,0,0,27,流窜的怪物,,130245,,,51191,,NT_Normal,30,,
4056,13.75,-7.4,0,0,266,流窜的怪物,,130246,,,51192,,NT_Normal,30,,
4057,15.69,-3.75,0,0,75,流窜的怪物,,130247,,,51193,,NT_Normal,30,,
4058,1.85,20.47,0,0,186,流窜的怪物,,130248,,,51194,,NT_Normal,30,,
4059,7.15,7.2,0,0,91,流窜的怪物,,130249,,,51195,,NT_Normal,30,,
4060,8.793,-15.397,0,0,112,流窜的怪物首领,,130250,,,51196,,NT_Normal,30,,
4061,-6.91,-7.41,0,0,215,流窜的怪物首领,,130251,,,51197,,NT_Normal,30,,
4062,18.54,-9.22,0,0,265,流窜的怪物首领,,130252,,,51198,,NT_Normal,30,,
4063,9.45,-14.36,0,0,74,流窜的怪物首领,,130253,,,51199,,NT_Normal,30,,
4064,13.75,-7.4,0,0,184,流窜的怪物首领,,130254,,,51200,,NT_Normal,30,,
5001,0,0,0,0,28,绝望之花 爱莲,,20001,,,,,,,,
5002,0,0,0,0,9,大法师 维尔特,,20002,,,,,,,,
5003,0,0,0,0,14,堕天使 阿拉曼,,20003,,,,,,,,
5004,0,0,0,0,6,酒醉仙 克比,,20004,,,,,,,,
5005,0,0,0,0,30,血手 博拉鲁兹,,20005,,,,,,,,
5006,0,0,0,0,2,贪婪猎手 辛克尔,,20006,,,,,,,,
5007,0,0,0,0,25,月下游侠 梅丽兹,,20007,,,,,,,,
5008,0,0,0,0,29,森林德鲁伊 奈美,,20008,,,,,,,,
5009,0,0,0,0,12,灵魂牧师 卡索拉,,20009,,,,,,,,
5010,0,0,0,0,13,传奇佣兵 乔丹,,20010,,,,,,,,
5011,-3.02,12.88,0,172.332,59,守卫,,20011,,,,,NT_Normal,1000,,
5012,2.983,12.901,0,185.4898,60,守卫,,20012,,,,,NT_Normal,1000,,
5013,0,15.01,0.195,179.3,63,国王 克里斯,,20013,,,,,NT_Normal,1000,,
5014,0.044,0.056,0.278,179.488,64,格拉神像,90001,20014,,,,,NT_Normal,1000,,
5015,0.005,-12.908,0,178.4743,39,执政大臣 皮克斯,90000,20015,,,,,NT_Normal,1000,,
5016,-2.75,3.84,0,141.0264,40,酒吧女 小茉莉,,20016,,,,,NT_Normal,999,,
5017,-0.706,-2.081,0,-169.9479,60,喝醉了的士兵,,20017,,,,,NT_Normal,999,,
5018,-169.9479,-2.925,0,-3.278,59,惆怅的士兵,,20018,,,,,NT_Normal,999,,
5019,9.59979,1.94581,0,216.6646,8,暴躁的厨师,,20019,,,,,NT_Normal,999,,
5020,-4.22161,-2.18126,0,129.8717,37,精明的商人,,20020,,,,,NT_Normal,999,,
5021,2.008,3.447,0,181.4686,59,守卫,,20011,,,,,NT_Normal,1000,,
5022,-1.978,3.44,0,177.7007,60,守卫,,20012,,,,,NT_Normal,1000,,
5023,-1.991,-11.996,0,178.0172,59,守卫,,20011,,,,,NT_Normal,1000,,
5024,1.99,-11.963,0,178.2977,60,守卫,,20012,,,,,NT_Normal,1000,,
5025,-3.946,-0.969,0,174.7296,59,守卫,,20011,,,,,NT_Normal,1000,,
5026,3.981,-0.964,0,174.9999,60,守卫,,20012,,,,,NT_Normal,1000,,
5027,-3.966,-5.979,0,179.9442,59,守卫,,20011,,,,,NT_Normal,1000,,
5028,3.988,-5.985,0,180.0716,60,守卫,,20012,,,,,NT_Normal,1000,,
5029,-3.988,-15.401,0,180.35,59,守卫,,20011,,,,,NT_Normal,1000,,
5030,3.986,-15.406,0,177.5964,60,守卫,,20012,,,,,NT_Normal,1000,,
6001,-5.01,0.32,0,0,81,食尸鬼,,30001,,,30001;30031;30061;30091;30121;30151;30181;30211;30241;30271;30301,,NT_Normal,2,,
6002,1.56,1.52,0,0,100,功夫刺魔,,30002,,,30002;30032;30062;30092;30122;30152;30182;30212;30242;30272;30302,,NT_Normal,2,,
6003,0.17,-2.91,0,0,173,暴君熊,,30003,,,30003;30033;30063;30093;30123;30153;30183;30213;30243;30273;30303,,NT_Normal,2,,
6004,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,30004;30034;30064;30094;30124;30154;30184;30214;30244;30274;30304,,NT_Normal,2,,
6005,-1.96,-0.22,0,0,83,巨人,,30005,,,30005;30035;30065;30095;30125;30155;30185;30215;30245;30275;30305,,NT_Normal,2,,
6006,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,30006;30036;30066;30096;30126;30156;30186;30216;30246;30276;30306,,NT_Normal,2,,
6007,-1.86,6.31,0,0,121,死亡之花,,30007,,,30007;30037;30067;30097;30127;30157;30187;30217;30247;30277;30307,,NT_Normal,2,,
6008,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,30008;30038;30068;30098;30128;30158;30188;30218;30248;30278;30308,,NT_Normal,2,,
6009,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,30009;30039;30069;30099;30129;30159;30189;30219;30249;30279;30309,,NT_Normal,2,,
6010,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,30010;30040;30070;30100;30130;30160;30190;30220;30250;30280;30310,,NT_Normal,2,,
6011,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,30011;30041;30071;30101;30131;30161;30191;30221;30251;30281;30311,,NT_Normal,3,,
6012,8.793,-0.425,0,0,6,熊猫团,,30012,,,30012;30042;30072;30102;30132;30162;30192;30222;30252;30282;30312,,NT_Normal,3,,
6013,1.85,20.47,0,0,167,雪山幻魔,,30013,,,30013;30043;30073;30103;30133;30163;30193;30223;30253;30283;30313,,NT_Normal,30,,
6014,7.15,7.2,0,0,155,风蜘蛛,,30014,,,30014;30044;30074;30104;30134;30164;30194;30224;30254;30284;30314,,NT_Normal,30,,
6015,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,30015;30045;30075;30105;30135;30165;30195;30225;30255;30285;30315,,NT_Normal,30,,
6016,-6.91,-7.41,0,0,24,海底龟,,30016,,,30016;30046;30076;30106;30136;30166;30196;30226;30256;30286;30316,,NT_Normal,30,,
6017,18.54,-9.22,0,0,163,山贼,,30017,,,30017;30047;30077;30107;30137;30167;30197;30227;30257;30287;30317,,NT_Normal,30,,
6018,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,30018;30048;30078;30108;30138;30168;30198;30228;30258;30288;30318,,NT_Normal,30,,
6019,13.75,-7.4,0,0,23,石像怪,,30019,,,30019;30049;30079;30109;30139;30169;30199;30229;30259;30289;30319,,NT_Normal,30,,
6020,15.69,-3.75,0,0,240,地精,,30020,,,30020;30050;30080;30110;30140;30170;30200;30230;30260;30290;30320,,NT_Normal,30,,
6021,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,30021;30051;30081;30111;30141;30171;30201;30231;30261;30291;30321,,NT_Normal,20,,
6022,13.71,6.6,0,0,120,人魔草,,30022,,,30022;30052;30082;30112;30142;30172;30202;30232;30262;30292;30322,,NT_Normal,20,,
6023,14.99,7.48,0,0,110,土著仙人掌,,30023,,,30023;30053;30083;30113;30143;30173;30203;30233;30263;30293;30323,,NT_Normal,20,,
6024,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,30024;30054;30084;30114;30144;30174;30204;30234;30264;30294;30324,,NT_Normal,20,,
6025,17.28,8.38,0,0,85,泰坦巨人,,30025,,,30025;30055;30085;30115;30145;30175;30205;30235;30265;30295;30325,,NT_Normal,20,,
6026,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,30026;30056;30086;30116;30146;30176;30206;30236;30266;30296;30326,,NT_Normal,3,,
6027,3.82,2.43,0,0,6,熊猫团,,30027,,,30027;30057;30087;30117;30147;30177;30207;30237;30267;30297;30327,,NT_Normal,30,,
6028,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,30028;30058;30088;30118;30148;30178;30208;30238;30268;30298;30328,,NT_Normal,30,,
6029,-1.19,-7.91,0,0,113,暗影,,30029,,,30029;30059;30089;30119;30149;30179;30209;30239;30269;30299;30329,,NT_Normal,30,,
6030,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,30030;30060;30090;30120;30150;30180;30210;30240;30270;30300;30330,,NT_Normal,30,,
6081,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6082,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6083,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6084,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6085,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6086,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6087,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6088,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6089,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6090,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6091,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6092,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6093,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6094,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6095,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6096,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6097,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6098,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6099,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6100,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6101,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6102,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6103,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6104,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6105,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6106,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6107,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6108,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6109,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6110,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6111,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6112,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6113,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6114,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6115,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6116,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6117,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6118,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6119,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6120,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6121,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6122,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6123,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6124,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6125,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6126,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6127,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6128,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6129,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6130,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6131,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6132,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6133,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6134,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6135,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6136,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6137,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6138,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6139,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6140,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6141,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6142,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6143,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6144,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6145,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6146,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6147,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6148,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6149,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6150,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6151,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6152,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6153,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6154,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6155,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6156,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6157,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6158,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6159,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6160,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6161,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6162,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6163,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6164,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6165,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6166,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6167,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6168,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6169,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6170,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6171,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6172,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6173,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6174,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6175,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6176,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6177,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6178,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6179,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6180,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6181,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6182,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6183,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6184,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6185,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6186,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6187,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6188,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6189,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6190,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6191,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6192,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6193,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6194,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6195,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6196,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6197,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6198,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6199,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6200,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6201,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6202,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6203,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6204,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6205,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6206,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6207,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6208,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6209,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6210,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6211,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6212,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6213,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6214,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6215,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6216,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6217,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6218,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6219,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6220,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6221,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6222,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6223,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6224,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6225,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6226,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6227,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6228,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6229,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6230,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6231,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6232,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6233,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6234,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6235,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6236,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6237,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6238,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6239,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6240,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6241,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6242,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6243,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6244,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6245,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6246,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6247,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6248,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6249,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6250,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6251,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6252,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6253,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6254,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6255,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6256,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6257,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6258,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6259,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6260,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6261,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6262,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6263,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6264,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6265,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
6266,-10.89,11.52,0,0,122,曼陀罗草,,30011,,,,,NT_Tongji,3,,
6267,8.793,-0.425,0,0,6,熊猫团,,30012,,,,,NT_Tongji,3,,
6268,1.85,20.47,0,0,167,雪山幻魔,,30013,,,,,NT_Tongji,30,,
6269,7.15,7.2,0,0,155,风蜘蛛,,30014,,,,,NT_Tongji,30,,
6270,8.793,-15.397,0,0,189,炼狱魔蝎,,30015,,,,,NT_Tongji,30,,
6271,-6.91,-7.41,0,0,24,海底龟,,30016,,,,,NT_Tongji,30,,
6272,18.54,-9.22,0,0,163,山贼,,30017,,,,,NT_Tongji,30,,
6273,9.45,-14.36,0,0,151,罗刹鬼,,30018,,,,,NT_Tongji,30,,
6274,13.75,-7.4,0,0,23,石像怪,,30019,,,,,NT_Tongji,30,,
6275,15.69,-3.75,0,0,240,地精,,30020,,,,,NT_Tongji,30,,
6276,13.67,8.23,0,0,142,胖蝙蝠,,30021,,,,,NT_Tongji,20,,
6277,13.71,6.6,0,0,120,人魔草,,30022,,,,,NT_Tongji,20,,
6278,14.99,7.48,0,0,110,土著仙人掌,,30023,,,,,NT_Tongji,20,,
6279,16.63,7.06,0,0,223,蜥蜴人斗士,,30024,,,,,NT_Tongji,20,,
6280,17.28,8.38,0,0,85,泰坦巨人,,30025,,,,,NT_Tongji,20,,
6281,-8.15,14.74,0,0,126,骷髅海盗,,30026,,,,,NT_Tongji,3,,
6282,3.82,2.43,0,0,6,熊猫团,,30027,,,,,NT_Tongji,30,,
6283,1.08,-4.5,0,0,141,海蝙蝠,,30028,,,,,NT_Tongji,30,,
6284,-1.19,-7.91,0,0,113,暗影,,30029,,,,,NT_Tongji,30,,
6285,9.83,-7.02,0,0,100,功夫刺魔,,30030,,,,,NT_Tongji,30,,
6286,-5.01,0.32,0,0,81,食尸鬼,,30001,,,,,NT_Tongji,2,,
6287,1.56,1.52,0,0,100,功夫刺魔,,30002,,,,,NT_Tongji,2,,
6288,0.17,-2.91,0,0,173,暴君熊,,30003,,,,,NT_Tongji,2,,
6289,-8.27,7.06,0,0,111,炽热魔芋,,30004,,,,,NT_Tongji,2,,
6290,-1.96,-0.22,0,0,83,巨人,,30005,,,,,NT_Tongji,2,,
6291,-2.95,-3.6,0,0,87,熔岩臭臭花,,30006,,,,,NT_Tongji,2,,
6292,-1.86,6.31,0,0,121,死亡之花,,30007,,,,,NT_Tongji,2,,
6293,-10.08,8.347,0,0,88,沙漠臭臭花,,30008,,,,,NT_Tongji,2,,
6294,3.07,-0.77,0,0,115,小丑炸弹魔,,30009,,,,,NT_Tongji,2,,
6295,7.024,-0.41,0,0,56,水蜘蛛,,30010,,,,,NT_Tongji,2,,
