item_id,type,skill_kind,skill_lv,gain_skillexp,cost_res,cost_num,need_item,need_itemnum,profession,need_money,need_book,Chance,SpecialID
6141,Employee,122,1,,,,3002;3102;3402;5086,8;6;6;1,,600,,0,6141
6142,Employee,122,1,,,,3002;3102;3402;5086,16;12;12;2,,600,,0,6142
6143,Employee,122,1,,,,3003;3103;3403;5086,12;9;9;2,,900,,0,6143
6144,Employee,122,1,,,,3003;3103;3403;5086,24;18;18;4,,900,,0,6144
6145,Employee,122,1,,,,3004;3104;3404;5086,16;12;12;4,,1200,,0,6145
6146,Employee,122,1,,,,3004;3104;3404;5086,32;24;24;8,,1200,,0,6146
6147,Employee,122,1,,,,3005;3105;3405;5086,20;15;15;8,,1500,,0,6147
6148,Employee,122,1,,,,3005;3105;3405;5086,40;30;30;10,,1500,,0,6148
6149,Employee,122,1,,,,3005;3105;3405;5086,40;30;30;10,,1500,,0,6149
6150,Employee,122,1,,,,3006;3106;3406;5086,24;18;18;10,,1800,,0,6150
6151,Employee,122,1,,,,3006;3106;3406;5086,48;36;36;12,,1800,,0,6151
6162,Employee,122,1,,,,3001;3101;3401,3;3;4,,300,,0,6162
6163,Employee,122,1,,,,3001;3101;3401;5086,6;6;8;1,,300,,0,6163
6164,Employee,122,1,,,,3002;3102;3402;5086,6;6;8;1,,600,,0,6164
6165,Employee,122,1,,,,3002;3102;3402;5086,12;12;16;2,,600,,0,6165
6166,Employee,122,1,,,,3003;3103;3403;5086,9;9;12;2,,900,,0,6166
6167,Employee,122,1,,,,3003;3103;3403;5086,18;18;24;4,,900,,0,6167
6168,Employee,122,1,,,,3004;3104;3404;5086,12;12;16;4,,1200,,0,6168
6169,Employee,122,1,,,,3004;3104;3404;5086,24;24;32;8,,1200,,0,6169
6170,Employee,122,1,,,,3005;3105;3405;5086,15;15;20;8,,1500,,0,6170
6171,Employee,122,1,,,,3005;3105;3405;5086,30;30;40;10,,1500,,0,6171
6172,Employee,122,1,,,,3005;3105;3405;5086,30;30;40;10,,1500,,0,6172
6173,Employee,122,1,,,,3006;3106;3406;5086,18;18;24;10,,1800,,0,6173
6174,Employee,122,1,,,,3006;3106;3406;5086,36;36;48;12,,1800,,0,6174
6186,Employee,122,1,,,,3001;3101;3401,5;3;3,,300,,0,6186
6187,Employee,122,1,,,,3001;3101;3401;5086,10;6;6;1,,300,,0,6187
6188,Employee,122,1,,,,3002;3102;3402;5086,10;6;6;1,,600,,0,6188
6189,Employee,122,1,,,,3002;3102;3402;5086,20;12;12;2,,600,,0,6189
6190,Employee,122,1,,,,3003;3103;3403;5086,15;9;9;2,,900,,0,6190
6191,Employee,122,1,,,,3003;3103;3403;5086,30;18;18;4,,900,,0,6191
6192,Employee,122,1,,,,3004;3104;3404;5086,20;12;12;4,,1200,,0,6192
6193,Employee,122,1,,,,3004;3104;3404;5086,40;24;24;8,,1200,,0,6193
6194,Employee,122,1,,,,3005;3105;3405;5086,25;15;15;8,,1500,,0,6194
6195,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6195
6196,Employee,122,1,,,,3005;3105;3405;5086,50;30;30;10,,1500,,0,6196
6197,Employee,122,1,,,,3006;3106;3406;5086,30;18;28;10,,1800,,0,6197
6198,Employee,122,1,,,,3006;3106;3406;5086,60;36;36;12,,1800,,0,6198
6209,Employee,122,1,,,,3001;3101;3401,3;3;5,,300,,0,6209
6210,Employee,122,1,,,,3001;3101;3401;5086,6;6;10;1,,300,,0,6210
6211,Employee,122,1,,,,3002;3102;3402;5086,6;6;10;1,,600,,0,6211
6212,Employee,122,1,,,,3002;3102;3402;5086,12;12;20;2,,600,,0,6212
6213,Employee,122,1,,,,3003;3103;3403;5086,9;9;15;2,,900,,0,6213
6214,Employee,122,1,,,,3003;3103;3403;5086,18;18;30;4,,900,,0,6214
6215,Employee,122,1,,,,3004;3104;3404;5086,12;12;20;4,,1200,,0,6215
6216,Employee,122,1,,,,3004;3104;3404;5086,24;24;40;8,,1200,,0,6216
6217,Employee,122,1,,,,3005;3105;3405;5086,15;15;25;8,,1500,,0,6217
6218,Employee,122,1,,,,3005;3105;3405;5086,30;30;50;10,,1500,,0,6218
6219,Employee,122,1,,,,3005;3105;3405;5086,30;30;50;10,,1500,,0,6219
6220,Employee,122,1,,,,3006;3106;3406;5086,18;18;30;10,,1800,,0,6220
6221,Employee,122,1,,,,3006;3106;3406;5086,36;36;60;12,,1800,,0,6221
6232,Employee,122,1,,,,3001;3101;3401,3;5;3,,300,,0,6232
6233,Employee,122,1,,,,3001;3101;3401;5086,6;10;6;1,,300,,0,6233
6234,Employee,122,1,,,,3002;3102;3402;5086,6;10;6;1,,600,,0,6234
6235,Employee,122,1,,,,3002;3102;3402;5086,12;20;12;2,,600,,0,6235
6236,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;2,,900,,0,6236
6237,Employee,122,1,,,,3003;3103;3403;5086,18;30;18;4,,900,,0,6237
6238,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;4,,1200,,0,6238
6239,Employee,122,1,,,,3004;3104;3404;5086,24;40;24;8,,1200,,0,6239
6240,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;4,,1200,,0,6240
6241,Employee,122,1,,,,3005;3105;3405;5086,30;50;30;10,,1500,,0,6241
6242,Employee,122,1,,,,3005;3105;3405;5086,30;50;30;10,,1500,,0,6242
6243,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;8,,1500,,0,6243
6244,Employee,122,1,,,,3006;3106;3406;5086,36;60;36;12,,1800,,0,6244
6245,Employee,122,1,,,,3006;3106;3406;5086,18;30;18;10,,1800,,0,6245
6256,Employee,122,1,,,,3001;3101;3401;5086,8;6;6;1,,300,,0,6256
6257,Employee,122,1,,,,3001;3101;3401,4;3;3,,300,,0,6257
6258,Employee,122,1,,,,3002;3102;3402;5086,16;12;12;2,,600,,0,6258
6259,Employee,122,1,,,,3002;3102;3402;5086,8;6;6;1,,600,,0,6259
6260,Employee,122,1,,,,3003;3103;3403;5086,24;18;18;4,,900,,0,6260
6261,Employee,122,1,,,,3003;3103;3403;5086,12;9;9;2,,900,,0,6261
6262,Employee,122,1,,,,3004;3104;3404;5086,32;24;24;8,,1200,,0,6262
6263,Employee,122,1,,,,3004;3104;3404;5086,16;12;12;4,,1200,,0,6263
6264,Employee,122,1,,,,3005;3105;3405;5086,40;30;30;10,,1500,,0,6264
6265,Employee,122,1,,,,3005;3105;3405;5086,40;30;30;10,,1500,,0,6265
6266,Employee,122,1,,,,3005;3105;3405;5086,20;15;15;8,,1500,,0,6266
6267,Employee,122,1,,,,3006;3106;3406;5086,48;36;36;12,,1800,,0,6267
6268,Employee,122,1,,,,3006;3106;3406;5086,24;18;18;10,,1800,,0,6268
6279,Employee,122,1,,,,3001;3101;3401;5086,6;6;8;1,,300,,0,6279
6280,Employee,122,1,,,,3001;3101;3401,3;3;4,,300,,0,6280
6281,Employee,122,1,,,,3002;3102;3402;5086,12;12;16;2,,600,,0,6281
6282,Employee,122,1,,,,3002;3102;3402;5086,6;6;8;1,,600,,0,6282
6283,Employee,122,1,,,,3003;3103;3403;5086,18;18;24;4,,900,,0,6283
6284,Employee,122,1,,,,3003;3103;3403;5086,9;9;12;2,,900,,0,6284
6285,Employee,122,1,,,,3004;3104;3404;5086,24;24;32;8,,1200,,0,6285
6286,Employee,122,1,,,,3004;3104;3404;5086,12;12;16;4,,1200,,0,6286
6287,Employee,122,1,,,,3005;3105;3405;5086,30;30;40;10,,1500,,0,6287
6288,Employee,122,1,,,,3005;3105;3405;5086,30;30;40;10,,1500,,0,6288
6289,Employee,122,1,,,,3005;3105;3405;5086,15;15;20;8,,1500,,0,6289
6290,Employee,122,1,,,,3006;3106;3406;5086,36;36;48;12,,1800,,0,6290
6291,Employee,122,1,,,,3006;3106;3406;5086,18;18;24;10,,1800,,0,6291
6302,Employee,122,1,,,,3001;3101;3401;5086,3;5;3;1,,300,,0,6302
6303,Employee,122,1,,,,3001;3101;3401;5086,3;5;3;1,,300,,0,6303
6304,Employee,122,1,,,,3001;3101;3401;5086,3;5;3;1,,300,,0,6304
6305,Employee,122,1,,,,3001;3101;3401;5086,3;5;3;1,,300,,0,6305
6306,Employee,122,1,,,,3001;3101;3401;5086,3;5;3;1,,300,,0,6306
6307,Employee,122,1,,,,3001;3101;3401;5086,3;5;3;1,,300,,0,6307
6308,Employee,122,1,,,,3002;3102;3402;5086,6;10;6;2,,600,,0,6308
6309,Employee,122,1,,,,3002;3102;3402;5086,6;10;6;2,,600,,0,6309
6310,Employee,122,1,,,,3002;3102;3402;5086,6;10;6;2,,600,,0,6310
6311,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6311
6312,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6312
6313,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6313
6314,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6314
6315,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6315
6316,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6316
6317,Employee,122,1,,,,3003;3103;3403;5086,9;15;9;4,,900,,0,6317
6318,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;8,,1200,,0,6318
6319,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;8,,1200,,0,6319
6320,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;8,,1200,,0,6320
6321,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;8,,1200,,0,6321
6322,Employee,122,1,,,,3004;3104;3404;5086,12;20;12;8,,1200,,0,6322
6323,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;10,,1500,,0,6323
6324,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;10,,1500,,0,6324
6325,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;10,,1500,,0,6325
6326,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;10,,1500,,0,6326
6327,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;10,,1500,,0,6327
6328,Employee,122,1,,,,3005;3105;3405;5086,15;25;15;10,,1500,,0,6328
6329,Employee,122,1,,,,3006;3106;3406;5086,28;30;28;12,,1800,,0,6329
6330,Employee,122,1,,,,3006;3106;3406;5086,28;30;28;12,,1800,,0,6330
6331,Employee,122,1,,,,3006;3106;3406;5086,28;30;28;12,,1800,,0,6331
6332,Employee,122,1,,,,3006;3106;3406;5086,28;30;28;12,,1800,,0,6332
