PFID,PFNAME,ORDERID,ACCOUNTID,PAYMENT
10100,vivo,PB839716111211113675077,c4911e51b5767ea8,6
10057,uc,PB839716111211383369643,4fa0fe2a6a5f52b35bf71ed267126a01,6
10262,xiaomi,PB839716111211465771413,63965187,6
10057,uc,PB839716111211590213931,a2311b7883fa321034bf69331e21acc1,6
10262,xiaomi,PB839716111212114100742,42813007,6
10143,huawei,PB839716111212315639789,260086000079279928,6
10001,360,PB839716111212384451670,2784476937,6
10057,uc,PB839716111213211938489,87c7649ffa7d396ef45f158c22e7499a,6
10376,TXYSDK,PB839716111213215342869,5AD8AE7D9C7D23166309C13FF115EE24,6
10001,360,PB839716111213562355520,283820729,6
10262,xiaomi,PB839716111213575793280,126005381,6
10057,uc,PB839716111214161670847,4fa0fe2a6a5f52b35bf71ed267126a01,198
10001,360,PB839716111214334917395,287602444,6
10113,downjoy,PB839716111214413849567,2289045185400,648
10113,downjoy,PB839716111214415832188,2289045185400,328
10057,uc,PB839716111214552335158,61200405524aa3fad98b4807b4274936,6
10113,downjoy,PB839716111215003791331,2289045185400,30
10057,uc,PB839716111215232875055,a2ee4253f4058949a9841b2f0d864530,6
10057,uc,PB839716111215295844218,53f52d352610888c58c64b3eec8a2ac9,198
10001,360,PB839716111215453553068,675188021,6
10057,uc,PB839716111215495673089,ec49b599d8d5cb8e85297402bf2278d5,60
10057,uc,PB839716111215555892258,ec49b599d8d5cb8e85297402bf2278d5,6
10262,xiaomi,PB839716111216545834018,19633509,6
10262,xiaomi,PB839716111217033430522,60772977,6
10376,TXYSDK,PB839716111217102222614,omgF9v_BMLYhRlSfTLh861biTECA,6
10143,huawei,PB839716111217474661589,70086000141773968,6
10057,uc,PB839716111218110530427,bcf6f1b5ac7ade535609127d8a43f4e8,328
10057,uc,PB839716111218151646737,6c3690481919414f0c29a72c3c0939a2,6
10001,360,PB839716111218182676324,164929067,6
10057,uc,PB839716111218493546262,7b7fb6df3d39babf783b08161eb70467,98
10376,TXYSDK,PB839716111218514861337,omgF9v0MaqtyIxt-8bMQL_0QaKCw,60
10376,TXYSDK,PB839716111218530562414,omgF9v0MaqtyIxt-8bMQL_0QaKCw,30
10376,TXYSDK,PB839716111218541017120,omgF9v0MaqtyIxt-8bMQL_0QaKCw,6
10057,uc,PB839716111218591888192,c65358affdb01b06d1a3d012f1fd08a0,6
10262,xiaomi,PB839716111219251153455,11909234,6
10057,uc,PB839716111219461243148,f28f622738c7d1f6345132e5e0c8ce0c,6
10057,uc,PB839716111219515815657,faa3b10734da13372ef1f8c2201c9143,6
10143,huawei,PB839716111219590116282,40086000131824157,6
10001,360,PB839716111220064199566,1466025197,6
10262,xiaomi,PB839716111220193548895,11909234,30
10001,360,PB839716111220353881867,38639505,6
10113,downjoy,PB839716111221104752531,2289045185400,30
10376,TXYSDK,PB839716111221362461964,2D45D10CA07E3E3ED307FCD52C2BEDEA,6
10143,huawei,PB839716111221500069386,80086000028900807,6
10376,TXYSDK,PB839716111222110389173,B704F2A9DB0A522DEC9E8A394861860D,6
10143,huawei,PB839716111222113465720,260086000117083806,60
10143,huawei,PB839716111222142959725,70086000037906755,6
10143,huawei,PB839716111222160481016,260086000117083806,98
10262,xiaomi,PB839716111222163277746,23103843,6
10100,vivo,PB839716111222333220166,25f6e5fd9cda66d7,198
10100,vivo,PB839716111222352993565,25f6e5fd9cda66d7,6
10376,TXYSDK,PB839716111222403600155,omgF9vzt3nnYGcOHN6uscS3XbO1s,6
10057,uc,PB839716111222530133524,6c3690481919414f0c29a72c3c0939a2,60
10057,uc,PB839716111222552823366,9a8b48a16849be22e2b5570e62541811,6
10057,uc,PB839716111222561365713,6c3690481919414f0c29a72c3c0939a2,98
10262,xiaomi,PB839716111222574973241,51206690,6
10143,huawei,PB839716111223112278466,80086000025702887,6
10057,uc,PB839716111223172513518,6c3690481919414f0c29a72c3c0939a2,198
10057,uc,PB839716111223304998573,4bf07eceb3b4bd8825b37b86194237cd,6
10143,huawei,PB839716111223344058098,350086000113513971,6
10113,downjoy,PB839716111223372165713,4218410164948,30
10376,TXYSDK,PB839716111223404083317,omgF9vzI4RutcZiz8vSUN82TrD1w,6
10262,xiaomi,PB839716111223412116345,51206690,198
10113,downjoy,PB839716111223531380615,4218410164948,198
10057,uc,PB839716111223532742131,855b644ffdb33a138481c1c4175fb8bb,6
10057,uc,PB839716111223553698964,1552bee79d3c038c963f918382db904f,6
10057,uc,PB839716111223554152542,f5182ae9caab36d3b77e5b1c59044fe4,6
10143,huawei,PB839716111300093096816,190086000021278252,30
10376,TXYSDK,PB839716111300223101069,omgF9v1wgAwBuL14PcUOaiHrkQCE,6
10100,vivo,PB839716111300340055988,9f136a6da2b61ab1,6
10143,huawei,PB839716111300365589461,40086000025667143,6
10143,huawei,PB839716111300465029914,40086000025667143,198
10057,uc,PB839716111301294365681,4fa0fe2a6a5f52b35bf71ed267126a01,328
10100,vivo,PB839716111301453804047,5f45f3b3be4a7bd9,6
10057,uc,PB839716111302193416429,6c3690481919414f0c29a72c3c0939a2,30
10001,360,PB839716111302553137618,466864087,6
10001,360,PB839716111303255089633,38639505,60
10143,huawei,PB839716111304194100176,350086000002494287,6
10376,TXYSDK,PB839716111306484848589,EA10A97DD0E9260075802DC90BAC8B01,6
10001,360,PB839716111307032696814,466864087,60
10143,huawei,PB839716111308282066012,70086000143196341,60
10113,downjoy,PB839716111308533786277,4218410164948,6
10057,uc,PB839716111309075118462,4fa0fe2a6a5f52b35bf71ed267126a01,98
10057,uc,PB839716111309343820350,53f52d352610888c58c64b3eec8a2ac9,98
10057,uc,PB839716111309485445622,163f231dccc3db538f0958a6e9433aac,6
10376,TXYSDK,PB839716111310293256650,omgF9vyVdR6or8VeF4sio8rko6zA,60
10001,360,PB839716111310394953126,828175262,6
10100,vivo,PB839716111310520674637,bc36abd95e082309,30
10057,uc,PB839716111310524007325,4fa0fe2a6a5f52b35bf71ed267126a01,60
10376,TXYSDK,PB839716111311083553273,BA53135D1BBCE0284CBCCF3E31A19804,6
10143,huawei,PB839716111311130334110,80086000024452933,6
10113,downjoy,PB839716111311161144280,4218410164948,6
10113,downjoy,PB839716111311165314011,4218410164948,6
10143,huawei,PB839716111311433692054,70086000141969052,60
10143,huawei,PB839716111311485173356,70086000141969052,6
10143,huawei,PB839716111311522460759,80086000024452933,6
10057,uc,PB839716111312084769745,32c7cc6367cf708b1853c440ef9477a9,6
10143,huawei,PB839716111312111605483,80086000135323572,6
10057,uc,PB839716111312184163463,53f52d352610888c58c64b3eec8a2ac9,6
10057,uc,PB839716111313513379891,45d99d930282d78f285c64e258608d2b,30
10001,360,PB839716111314311217185,359775779,6
10376,TXYSDK,GMT,AD425C65BE573649849541130777331A,30
10376,TXYSDK,PB839716111216104292221,AD425C65BE573649849541130777331A,30
10057,uc,PB839716111315014787983,38285007553b21bc1bcba3d3816e5bcf,6
10100,vivo,PB839716111315463729138,bc36abd95e082309,6
10057,uc,PB839716111315481576760,45d99d930282d78f285c64e258608d2b,6
10376,TXYSDK,PB839716111315584422166,omgF9v6bXnXZs-GJ280HQi3X1Lxw,6
10376,TXYSDK,PB839716111316341715173,omgF9vzTmDBVktj1yzJT8ABDlxso,6
10143,huawei,PB839716111316494032214,10086000023607902,6
10057,uc,PB839716111317504897822,dea5922d39a207be35fb3dd6abc17440,6
10376,TXYSDK,PB839716111318082764824,2D45D10CA07E3E3ED307FCD52C2BEDEA,6
10150,jinli,PB839716111318181919680,62A0BCAFD6014BD7B69A5EDFDB085FFF,6
10057,uc,PB839716111318221406355,f5182ae9caab36d3b77e5b1c59044fe4,6
10143,huawei,PB839716111318303950683,80086000028900807,98
10143,huawei,PB839716111318383801788,350086000002494287,6
10150,jinli,PB839716111319115029211,2E2275F6CF704269839F510282AF67BD,6
10100,vivo,PB839716111319210140289,e18b1c961d27f472,6
10143,huawei,PB839716111319504537735,900086000042158576,6
10150,jinli,PB839716111320252705463,D2955D69E2524F1490402EE813D644B0,6
10376,TXYSDK,PB839716111320452042571,omgF9vyS9LWtIKT2DcfLMwrUDbug,6
10376,TXYSDK,PB839716111321043416137,D61A71A34918BE15387F1DDE09E94C54,6
10057,uc,PB839716111321200583194,1fd469af84b0f97f2bc5ca6e5038d7c8,6
10376,TXYSDK,PB839716111321214517970,omgF9v2aW6O37QR8X8tKndvkz9XQ,6
10143,huawei,PB839716111321283537346,80086000028900807,98
10057,uc,PB839716111321411817072,7a427b1fbb25aa0fa7734e24ccee5a34,198
10057,uc,PB839716111322043403597,7a427b1fbb25aa0fa7734e24ccee5a34,98
10150,jinli,PB839716111322300231568,73C0DB01CCE84E8FA9FF5A9C65F8F757,30
10150,jinli,PB839716111322310484911,73C0DB01CCE84E8FA9FF5A9C65F8F757,60
10100,vivo,PB839716111322354366838,c56cfda88a2584ed,6
10150,jinli,PB839716111322422151176,73C0DB01CCE84E8FA9FF5A9C65F8F757,30
10150,jinli,PB839716111322452765615,73C0DB01CCE84E8FA9FF5A9C65F8F757,98
10150,jinli,PB839716111322505969967,73C0DB01CCE84E8FA9FF5A9C65F8F757,30
10150,jinli,PB839716111322513885896,73C0DB01CCE84E8FA9FF5A9C65F8F757,30
10143,huawei,PB839716111322574708448,190086000021177545,6
10376,TXYSDK,PB839716111323112789110,omgF9v6bXnXZs-GJ280HQi3X1Lxw,60
10376,TXYSDK,PB839716111323130440096,omgF9v6bXnXZs-GJ280HQi3X1Lxw,30
10376,TXYSDK,PB839716111323134208990,omgF9v9zspvIHYFVgx4rip-goePQ,6
10376,TXYSDK,PB839716111323112789110,omgF9v6bXnXZs-GJ280HQi3X1Lxw,60
10057,uc,PB839716111323182361918,4fa0fe2a6a5f52b35bf71ed267126a01,198
10113,downjoy,PB839716111323564438923,4218410164948,198
10001,360,PB839716111400155034421,2521434739,6
10262,xiaomi,PB839716111400171031058,87660278,6
10143,huawei,PB839716111400334135798,70086000139891157,6
10057,uc,PB839716111400373448673,b7d75b86bda0a449fee7415d0cb71c28,6
10262,xiaomi,PB839716111401034670269,10301786,6
10376,TXYSDK,PB839716111401301729378,DE039DB2295BC44CC3AC7456D4BF3EFD,6
10143,huawei,PB839716111402412539728,190086000122467900,6
10057,uc,PB839716111402462393442,faa3b10734da13372ef1f8c2201c9143,30
10100,vivo,PB839716111405013965260,bc36abd95e082309,6
10100,vivo,PB839716111405130965216,bc36abd95e082309,30
10100,vivo,PB839716111405152627572,bc36abd95e082309,98
10100,vivo,PB839716111406102154855,bc36abd95e082309,60
10143,huawei,PB839716111407130933446,190086000021278252,30
10376,TXYSDK,PB839716111408510897318,omgF9vwD0dzkNcJzWfrH1aRZZ6Gw,6
10143,huawei,PB839716111408515621742,560086000101306459,6
10057,uc,PB839716111409043353941,a0c9076cb8310a50d7e46fcb0f97abf8,6
10057,uc,PB839716111409325295055,53f52d352610888c58c64b3eec8a2ac9,60
10057,uc,PB839716111410153628163,53f52d352610888c58c64b3eec8a2ac9,198
10262,xiaomi,PB839716111410331640752,125902432,6
10376,TXYSDK,PB839716111411062793896,7B4E93518AA8CA236F6A8A71402A2366,6
10376,TXYSDK,PB839716111411103241579,F5A5B2DDA56559E98E413A600EC21803,6
10143,huawei,PB839716111412244365225,70086000025478436,6
10057,uc,PB839716111412533237541,616c2431ad2533ce3977b7bcbf5b2409,6
10376,TXYSDK,PB839716111413141078048,omgF9v-EKsdbWWWWeFhMJKgkzhCM,6
10113,downjoy,PB839716111413435346266,5586230133434,6
10143,huawei,PB839716111414042802571,240086000020679866,6
10100,vivo,PB839716111414185884649,0279912f299d8f17,6
10057,uc,PB839716111414320102368,4fa0fe2a6a5f52b35bf71ed267126a01,198
10001,360,PB839716111415044491264,2687295016,6
10057,uc,PB839716111415174073160,b57a646ed7847e54ec30d6cff08f6f4e,6
10376,TXYSDK,PB839716111416225152426,omgF9vwD0dzkNcJzWfrH1aRZZ6Gw,6
10376,TXYSDK,PB839716111416281118747,3F9E6A100881300C1B152B8B909E4180,60
10376,TXYSDK,PB839716111416302635313,3F9E6A100881300C1B152B8B909E4180,30
10376,TXYSDK,PB839716111416334521144,omgF9v3xYssWwgoVsJ77JIkSkbSE,6
10100,vivo,PB839716111416452859522,c4911e51b5767ea8,6
10100,vivo,PB839716111416455304111,c4911e51b5767ea8,6
10113,downjoy,PB839716111416560633813,1501994110419,6
10376,TXYSDK,PB839716111417011878494,omgF9v96ek2TNAz1f8JvST-QG-gs,6
10376,TXYSDK,PB839716111417075878560,E0B48A233B92641A916AE0A3072589FA,6
10100,vivo,PB839716111418070197350,bc36abd95e082309,6
10376,TXYSDK,PB839716111418212204232,omgF9v9zspvIHYFVgx4rip-goePQ,60
10376,TXYSDK,PB839716111418591395754,B68DB5406CB08969BE5FD5FCE2B8BDE4,6
10057,uc,PB839716111419232478689,4fa0fe2a6a5f52b35bf71ed267126a01,648
10100,vivo,PB839716111419462819820,630f3df03275b9f6,30
10262,xiaomi,PB839716111419543012587,20214541,6
10100,vivo,PB839716111419550264286,630f3df03275b9f6,6
10100,vivo,PB839716111420121127297,98f098847e01258f,6
10143,huawei,PB839716111420143789492,910086000000000594,6
10143,huawei,PB839716111420151739082,910086000000000594,6
10100,vivo,PB839716111420205817587,f868fa6e41ea1bfc,6
10113,downjoy,PB839716111420512221067,149015131525,6
10376,TXYSDK,PB839716111420570652419,omgF9v9zspvIHYFVgx4rip-goePQ,648
10113,downjoy,PB839716111421000299145,158248902790,60
10113,downjoy,PB839716111421033199470,158248902790,648
10113,downjoy,PB839716111421181779279,4218410164948,98
10001,360,PB839716111421363096733,2706585872,6
10143,huawei,PB839716111422094862750,70086000142333015,6
10143,huawei,PB839716111422313922773,360086000008766527,6
10100,vivo,PB839716111422582551327,ecafb64906af6e4e,6
10057,uc,PB839716111423055690850,178b90d8cb008894796ed33b453eebc6,6
10100,vivo,PB839716111423235296492,0708805f0596991e,6
10262,xiaomi,PB839716111423234921280,124809144,6
10143,huawei,PB839716111423341916551,190086000122501137,6
10057,uc,PB839716111423511001536,73e68ae385f31eda33e56a39ffe4f4fe,198
10057,uc,PB839716111423520422027,73e68ae385f31eda33e56a39ffe4f4fe,6
10150,jinli,PB839716111423515044372,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111423583134992,73C0DB01CCE84E8FA9FF5A9C65F8F757,30
10150,jinli,PB839716111423594525365,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111500024714233,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111500033947747,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10057,uc,PB839716111500321415472,dcc247da894420e7ac6efb74625d60d9,6
10376,TXYSDK,PB839716111500355286335,omgF9v9zspvIHYFVgx4rip-goePQ,30
10376,TXYSDK,PB839716111500394934655,omgF9v2cqwnFDClYsm5be7lAxnDc,6
10376,TXYSDK,PB839716111500394934655,omgF9v2cqwnFDClYsm5be7lAxnDc,6
10113,downjoy,PB839716111501015116799,190773069519,6
10100,vivo,PB839716111501110782147,8529ff59d46d5259,6
10143,huawei,PB839716111502252658277,70086000142382810,6
10001,360,PB839716111502261667760,288490830,6
10376,TXYSDK,PB839716111502463467729,omgF9v9zspvIHYFVgx4rip-goePQ,98
10376,TXYSDK,PB839716111502562933963,omgF9v9zspvIHYFVgx4rip-goePQ,198
10001,360,PB839716111502590856572,265868183,6
10001,360,PB839716111503563332782,265868183,60
10113,downjoy,PB839716111504060236173,1841338457362,6
10113,downjoy,PB839716111505362298325,1841338457362,6
10100,vivo,PB839716111505394810352,951ca5850fad0ebf,6
10100,vivo,PB839716111506585417346,951ca5850fad0ebf,60
10100,vivo,PB839716111507014348345,951ca5850fad0ebf,98
10057,uc,PB839716111508134144873,7ba382a5a1daaf920c44ba224aecbd54,60
10057,uc,PB839716111508182180239,7ba382a5a1daaf920c44ba224aecbd54,648
10143,huawei,PB839716111509270285749,260086000069190727,6
10113,downjoy,PB839716111509395694878,3721092391098,6
10113,downjoy,PB839716111509580262136,4482110551659,6
10100,vivo,PB839716111510545561414,3db34c4a44423929,6
10100,vivo,PB839716111511541760454,8f3a7b55c03a33fc,6
10262,xiaomi,PB839716111512200767086,96104380,6
10057,uc,PB839716111512295543686,7ba382a5a1daaf920c44ba224aecbd54,648
10143,huawei,PB839716111512321693376,350086000002523247,6
10376,TXYSDK,PB839716111512455570137,omgF9v-Lyo19RwghkvzeX1iq4CYY,6
10376,TXYSDK,PB839716111512490452191,omgF9v7eiSdEq8Q5efrkhycVn8GA,60
10376,TXYSDK,PB839716111512515778237,omgF9v7eiSdEq8Q5efrkhycVn8GA,6
10057,uc,PB839716111513343158351,4fa0fe2a6a5f52b35bf71ed267126a01,30
10143,huawei,PB839716111513382776791,70086000147564283,6
10057,uc,PB839716111513443114485,7ba382a5a1daaf920c44ba224aecbd54,648
10057,uc,PB839716111513543560620,fe98044f706cc6be99ddd94b724d3562,6
10113,downjoy,PB839716111514344515053,2681616862407,60
10113,downjoy,PB839716111514350726426,2681616862407,6
10376,TXYSDK,PB839716111514353877444,CE674AAAE04D1C692201958BA36296B8,6
10376,TXYSDK,PB839716111514394922518,D52E02599CD49A486869282FAC0171C9,6
10376,TXYSDK,PB839716111515061643363,D52E02599CD49A486869282FAC0171C9,98
10143,huawei,PB839716111515195545034,70086000139891157,30
10143,huawei,PB839716111515230348696,70086000139891157,6
10057,uc,PB839716111515260836744,2e30bad9362defdb1cbdf6c7c0b3d617,6
10057,uc,PB839716111515280137958,412e72d60eb321202ca74bdcdc204d68,6
10376,TXYSDK,PB839716111515334536945,D52E02599CD49A486869282FAC0171C9,30
10376,TXYSDK,PB839716111515343145543,D52E02599CD49A486869282FAC0171C9,30
10376,TXYSDK,PB839716111515353585373,D52E02599CD49A486869282FAC0171C9,30
10376,TXYSDK,PB839716111515360597199,D52E02599CD49A486869282FAC0171C9,6
10143,huawei,PB839716111516343169025,350086000002523247,6
10376,TXYSDK,PB839716111516562417577,omgF9v8aMIcWKel1DixmeezqFu9M,6
10143,huawei,PB839716111517064291768,350086000002523247,30
10143,huawei,PB839716111517084571671,350086000002523247,6
10376,TXYSDK,PB839716111517353623277,F9D11244F8DCF55B96BD65F6CCBF939A,6
10376,TXYSDK,PB839716111517353623277,F9D11244F8DCF55B96BD65F6CCBF939A,6
10100,vivo,PB839716111517441073717,951ca5850fad0ebf,6
10376,TXYSDK,PB839716111519141027711,omgF9v8UYlm1wrlCPLOE4QlDfPc0,6
10143,huawei,PB839716111519154583994,70086000036747240,6
10143,huawei,PB839716111519314942330,190086000122601384,98
10376,TXYSDK,PB839716111520211428577,omgF9v8UYlm1wrlCPLOE4QlDfPc0,60
10113,downjoy,PB839716111520364309596,4218410164948,30
10113,downjoy,PB839716111520372444424,4218410164948,30
10001,360,PB839716111520510150583,265868183,30
10057,uc,PB839716111521192349074,412e72d60eb321202ca74bdcdc204d68,6
10376,TXYSDK,PB839716111521421178298,844D085B7AC82754EB5BE1CEC4497571,6
10057,uc,PB839716111521481883931,d6ade883f1511b06817f8b67682424b5,60
10057,uc,PB839716111521524729218,d6ade883f1511b06817f8b67682424b5,648
10143,huawei,PB839716111522104960442,21826276,60
10376,TXYSDK,PB839716111522105007612,090501A08742053D6882BFEE6A01D60E,6
10113,downjoy,PB839716111522444513849,157913467762,6
10001,360,PB839716111523101242415,1458555677,6
10057,uc,PB839716111523121317311,21bc33ecfdabdbcd7a875762bb8ec68d,6
10057,uc,PB839716111523144447539,f6fbd3fdf5ecce2578b8bbb03a6c2b9e,6
10113,downjoy,PB839716111523152073321,442073348255,60
10113,downjoy,PB839716111523172827576,442073348255,6
10143,huawei,PB839716111523234601655,21826276,6
10113,downjoy,PB839716111523510932983,4218410164948,98
10143,huawei,PB839716111600064375886,70086000141969052,30
10376,TXYSDK,PB839716111600593374213,omgF9vySdFPXfIr8Z-wNNmvQckE4,6
10143,huawei,PB839716111601384258491,350086000002523247,6
10113,downjoy,PB839716111602401897013,442073348255,98
10100,vivo,PB839716111603222926539,f5c79453f5815778,6
10143,huawei,PB839716111604044430828,70086000030926525,6
10376,TXYSDK,PB839716111604070853914,5D40C466B1807E5918833C92C13C0FB4,6
10150,jinli,PB839716111700005386214,73C0DB01CCE84E8FA9FF5A9C65F8F757,198
10150,jinli,PB839716111700131256542,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111700134301399,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111700141023066,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111700143548089,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111700152211715,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10262,xiaomi,PB839716111700231096866,9749684,6
10113,downjoy,PB839716111700505884191,1003506444333,6
10143,huawei,PB839716111701090003894,10086000135191519,98
10057,uc,PB839716111703202158517,9fb6293ec3a219e92541c501c7c1be71,6
10143,huawei,PB839716111703463812279,220086000028287875,6
10376,TXYSDK,PB839716111708570240035,omgF9v1Am-kemROCAbJmS6foJkDI,6
10143,huawei,PB839716111709573096219,220086000028287875,30
10113,downjoy,PB839716111710473703344,2187282138891,6
10143,huawei,PB839716111711225053995,70086000037262032,30
10143,huawei,PB839716111711233025734,70086000037262032,6
10057,uc,PB839716111712102596934,abf31d54b77f7066f9395b4a4c54b102,6
10113,downjoy,PB839716111712212410862,1003506444333,6
10143,huawei,PB839716111712274572139,70086000021673007,6
10113,downjoy,PB839716111713423753159,442073348255,6
10376,TXYSDK,PB839716111714254485459,37B4C178594B7B983016285A7688279A,6
10113,downjoy,PB839716111714530144997,1027382542693,6
10113,downjoy,PB839716111714575183871,2187282138891,6
10057,uc,PB839716111715032549567,8d6e475b722a2c930cf3457a441b1bb7,60
10057,uc,PB839716111717112342963,72dbb925116afddc6e21902173d78e52,6
10113,downjoy,PB839716111719425737076,442073348255,6
10057,uc,PB839716111720122332813,21bc33ecfdabdbcd7a875762bb8ec68d,60
10143,huawei,PB839716111721175153456,40086000024465340,6
10057,uc,PB839716111721461201567,8d6e475b722a2c930cf3457a441b1bb7,6
10143,huawei,PB839716111721590484652,350086000114849067,30
10143,huawei,PB839716111722004877617,350086000114849067,6
10143,huawei,PB839716111722395348622,900086000035308453,6
10100,vivo,PB839716111723540245095,361d250da275053d,6
10376,TXYSDK,PB839716111800051718428,omgF9v9zspvIHYFVgx4rip-goePQ,6
10057,uc,PB839716111800095708368,c0c1cac39bd06dfaa35ab456392a6dc2,6
10143,huawei,PB839716111800180084894,10086000135191519,98
10057,uc,PB839716111800194214442,14ec54d202bd378d7f4c9dbd0571ea20,6
10376,TXYSDK,PB839716111802241557867,omgF9v-UBXzfzL_qJGttg2tuS6KU,6
10113,downjoy,PB839716111807310668797,4218410164948,6
10113,downjoy,PB839716111807443166091,4218410164948,30
10113,downjoy,PB839716111810270375542,1003506444333,6
10057,uc,PB839716111812064479978,97c11236aaa01896586c510691297a83,6
10100,vivo,PB839716111812321569287,3b2b639316cd2ded,6
10100,vivo,PB839716111812545880840,3b2b639316cd2ded,60
10100,vivo,PB839716111813000988129,3b2b639316cd2ded,30
10100,vivo,PB839716111813125084351,3b2b639316cd2ded,6
10100,vivo,PB839716111813131340387,3b2b639316cd2ded,30
10100,vivo,PB839716111813133028662,3b2b639316cd2ded,30
10143,huawei,PB839716111814054388688,260086000072300878,6
10057,uc,PB839716111814231952937,7ba382a5a1daaf920c44ba224aecbd54,648
10143,huawei,PB839716111815003115857,70086000030356937,6
10143,huawei,PB839716111815384327124,70086000139891157,6
10057,uc,PB839716111816250410537,248162b4c02c1c6faf8b818295c85261,6
10057,uc,PB839716111817053828418,97c11236aaa01896586c510691297a83,6
10057,uc,PB839716111817204896997,7ba382a5a1daaf920c44ba224aecbd54,648
10150,jinli,PB839716111817511782878,73C0DB01CCE84E8FA9FF5A9C65F8F757,98
10057,uc,PB839716111820111915647,abf31d54b77f7066f9395b4a4c54b102,6
10057,uc,PB839716111820342549467,78f616a51e43ae19333fa062a94d3440,6
10143,huawei,PB839716111820434898366,70086000030356937,6
10143,huawei,PB839716111821065764365,350086000005407823,6
10057,uc,PB839716111822274012225,7ba382a5a1daaf920c44ba224aecbd54,648
10143,huawei,PB839716111822435826374,40086000131874167,6
10113,downjoy,PB839716111823114324434,1003506444333,6
10150,jinli,PB839716111900043098593,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10150,jinli,PB839716111900045247163,73C0DB01CCE84E8FA9FF5A9C65F8F757,6
10262,xiaomi,PB839716111900492635096,81390863,6
10376,TXYSDK,PB839716111902321067033,omgF9v3xYssWwgoVsJ77JIkSkbSE,6
10113,downjoy,PB839716111906272844677,1003506444333,6
10057,uc,PB839716111909160983578,a334d769e0bbb630999a8930623f5a50,6
10143,huawei,PB839716111909402927624,910086000000000594,6
10057,uc,PB839716111913331629573,a2ee4253f4058949a9841b2f0d864530,30
10057,uc,PB839716111913342557115,a2ee4253f4058949a9841b2f0d864530,6
10143,huawei,PB839716111919515915535,350086000003596319,6
10057,uc,PB839716111920144487250,248162b4c02c1c6faf8b818295c85261,60
10057,uc,PB839716111920533895340,358ed303412c9ce5d3a2ce8973e89a6f,6
10376,TXYSDK,PB839716111921523192380,omgF9v9zspvIHYFVgx4rip-goePQ,30
10057,uc,PB839716111922503555395,97c11236aaa01896586c510691297a83,6
10057,uc,PB839716111923295996835,97c11236aaa01896586c510691297a83,6
10057,uc,PB839716112001293644182,eb7ca188f51e757ca327b06cd950f569,6
10113,downjoy,PB839716112001575282317,6808238728396,6
10057,uc,PB839716112008480038713,97c11236aaa01896586c510691297a83,6
10376,TXYSDK,PB839716112008523033367,omgF9v_FEi4cZ8gw27J_ym9_loSg,30
10143,huawei,PB839716112010394005248,220086000028287875,6
10143,huawei,PB839716112010582524781,350086000112849910,60
10143,huawei,PB839716112011103770646,350086000112849910,6
10376,TXYSDK,PB839716112011572443532,omgF9v_FEi4cZ8gw27J_ym9_loSg,198
10057,uc,PB839716112013321001440,c2be91a8e2606ce66dcea6dfa928a4df,6
10100,vivo,PB839716112014471260440,ffd85fa6347c42a7,6
10150,jinli,PB839716112016410210713,5909AFAFC9604D79A9B840EF734B4E2F,6
10057,uc,PB839716112019401384272,aadfe4c9670ce27a505714419b175365,6
10057,uc,PB839716112022165954830,97c11236aaa01896586c510691297a83,6
10376,TXYSDK,PB839716112022212550125,omgF9v9zspvIHYFVgx4rip-goePQ,198
10100,vivo,PB839716112022423526488,ebccfe56a0b86060,6
10113,downjoy,PB839716112023430750235,6788932310213,6
10057,uc,PB839716112101570027718,a549683c4b54d169ebd1b05e9bf39d3c,6
10376,TXYSDK,PB839716112107490722735,D52E02599CD49A486869282FAC0171C9,6
10100,vivo,PB839716112108493228520,1852662359a0d1a0,6
10143,huawei,PB839716112112300103487,260086000080317308,6
10143,huawei,PB839716112114032561278,70086000031095369,6
10001,360,PB839716112114105804617,470983975,6
10100,vivo,PB839716112114212852648,47612bd5aeb3eb6f,6
10057,uc,PB839716112114490611498,856e768c91a677394fc74410a83f2021,6
10143,huawei,PB839716112120445186053,70086000030136337,6
10143,huawei,PB839716112121405470311,70086000141969052,6
10143,huawei,PB839716112122463441634,70086000023742551,6
10143,huawei,PB839716112122580869279,70086000148255426,6
10057,uc,PB839716112203271921381,97c11236aaa01896586c510691297a83,6
10057,uc,PB839716112205230766146,0adbf9484bece296b6958526d5d5cbb4,6
10113,downjoy,PB839716112206400929641,5482552873965,6
10100,vivo,PB839716112207440467068,1907d89b55afd324,6
10143,huawei,PB839716112208524074267,240086000023727890,6
10143,huawei,PB839716112212434725943,80086000134094515,6
10100,vivo,PB839716112213155208030,c9ca8c82ee0ad20a,6
10100,vivo,PB839716112219163650250,acbebfc8fb084f89,6
