ID,Level,LevelExp,AssetsID,MonsterID,NpcID,Name,Desc,Icon,DefalutSkill,Race,RaceIcon,PT_HpMax,PT_MpMax,PT_Attack,PT_Defense,PT_Agile,PT_Spirit,PT_Reply,PT_Magicattack,PT_Magicdefense,PT_Hit,PT_Dodge,PT_Crit,PT_counterpunch,PT_NoSleep,PT_NoPetrifaction,PT_NoDrunk,PT_NoChaos,PT_NoForget,PT_NoPoison,AI_class,Fire,Water,Ground,Wind
1,82,460200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5060,1365,1295,1022,1680,202,262,248,166,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,83,515300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5120,1380,1310,1034,1700,204,264,251,168,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,84,570400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5180,1395,1325,1046,1720,206,266,254,170,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,85,625500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5240,1410,1340,1058,1740,208,268,257,172,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,86,680600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5300,1425,1355,1070,1760,210,270,260,174,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,87,735700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5360,1440,1370,1082,1780,212,272,263,176,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,88,790800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5420,1455,1385,1094,1800,214,274,266,178,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,89,845900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5480,1470,1400,1106,1820,216,276,269,180,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,90,1000000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5540,1485,1415,1118,1840,218,278,272,182,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,91,1154100,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5600,1500,1430,1130,1860,220,280,275,184,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,92,1308200,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5660,1515,1445,1142,1880,222,282,278,186,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,93,1462300,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5720,1530,1460,1154,1900,224,284,281,188,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,94,1616400,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5780,1545,1475,1166,1920,226,286,284,190,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,95,1770500,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5840,1560,1490,1178,1940,228,288,287,192,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,96,1924600,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5900,1575,1505,1190,1960,230,290,290,194,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,97,2078700,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,5960,1590,1520,1202,1980,232,292,293,196,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,98,2232800,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,6020,1605,1535,1214,2000,234,294,296,198,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,99,2386900,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,6080,1620,1550,1226,2020,236,296,299,200,0,0,0,0,0,0,0,0,0,0,1,,,,10
1,100,3000000,43,80001,"60000,60001;60002,60003",风之守护兽,诞生于风暴中的守护兽,huanglong_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,6140,1635,1565,1238,2040,238,298,302,202,0,0,0,0,0,0,0,0,0,0,1,,,,10
2,1,500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,200,150,80,50,60,40,100,5,4,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,2,550,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,260,165,95,62,80,42,102,8,6,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,3,600,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,320,180,110,74,100,44,104,11,8,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,4,650,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,380,195,125,86,120,46,106,14,10,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,5,700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,440,210,140,98,140,48,108,17,12,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,6,750,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,500,225,155,110,160,50,110,20,14,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,7,800,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,560,240,170,122,180,52,112,23,16,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,8,850,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,620,255,185,134,200,54,114,26,18,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,9,900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,680,270,200,146,220,56,116,29,20,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,10,1000,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,740,285,215,158,240,58,118,32,22,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,11,1100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,800,300,230,170,260,60,120,35,24,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,12,1200,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,860,315,245,182,280,62,122,38,26,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,13,1300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,920,330,260,194,300,64,124,41,28,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,14,1400,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,980,345,275,206,320,66,126,44,30,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,15,1500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1040,360,290,218,340,68,128,47,32,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,16,1600,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1100,375,305,230,360,70,130,50,34,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,17,1700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1160,390,320,242,380,72,132,53,36,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,18,1800,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1220,405,335,254,400,74,134,56,38,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,19,1900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1280,420,350,266,420,76,136,59,40,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,20,2200,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1340,435,365,278,440,78,138,62,42,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,21,2500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1400,450,380,290,460,80,140,65,44,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,22,2800,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1460,465,395,302,480,82,142,68,46,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,23,3100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1520,480,410,314,500,84,144,71,48,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,24,3400,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1580,495,425,326,520,86,146,74,50,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,25,3700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1640,510,440,338,540,88,148,77,52,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,26,4000,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1700,525,455,350,560,90,150,80,54,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,27,4300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1760,540,470,362,580,92,152,83,56,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,28,4600,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1820,555,485,374,600,94,154,86,58,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,29,4900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1880,570,500,386,620,96,156,89,60,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,30,5500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,1940,585,515,398,640,98,158,92,62,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,31,6100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2000,600,530,410,660,100,160,95,64,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,32,6700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2060,615,545,422,680,102,162,98,66,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,33,7300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2120,630,560,434,700,104,164,101,68,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,34,7900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2180,645,575,446,720,106,166,104,70,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,35,8500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2240,660,590,458,740,108,168,107,72,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,36,9100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2300,675,605,470,760,110,170,110,74,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,37,9700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2360,690,620,482,780,112,172,113,76,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,38,10300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2420,705,635,494,800,114,174,116,78,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,39,10900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2480,720,650,506,820,116,176,119,80,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,40,13000,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2540,735,665,518,840,118,178,122,82,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,41,15100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2600,750,680,530,860,120,180,125,84,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,42,17200,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2660,765,695,542,880,122,182,128,86,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,43,19300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2720,780,710,554,900,124,184,131,88,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,44,21400,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2780,795,725,566,920,126,186,134,90,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,45,23500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2840,810,740,578,940,128,188,137,92,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,46,25600,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2900,825,755,590,960,130,190,140,94,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,47,27700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,2960,840,770,602,980,132,192,143,96,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,48,29800,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3020,855,785,614,1000,134,194,146,98,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,49,31900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3080,870,800,626,1020,136,196,149,100,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,50,35000,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3140,885,815,638,1040,138,198,152,102,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,51,38100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3200,900,830,650,1060,140,200,155,104,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,52,41200,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3260,915,845,662,1080,142,202,158,106,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,53,44300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3320,930,860,674,1100,144,204,161,108,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,54,47400,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3380,945,875,686,1120,146,206,164,110,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,55,50500,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3440,960,890,698,1140,148,208,167,112,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,56,53600,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3500,975,905,710,1160,150,210,170,114,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,57,56700,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3560,990,920,722,1180,152,212,173,116,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,58,59800,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3620,1005,935,734,1200,154,214,176,118,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,59,62900,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3680,1020,950,746,1220,156,216,179,120,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,60,70000,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3740,1035,965,758,1240,158,218,182,122,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,61,77100,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3800,1050,980,770,1260,160,220,185,124,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,62,84200,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3860,1065,995,782,1280,162,222,188,126,0,0,0,0,0,0,0,0,0,0,1,10,,,
2,63,91300,325,80002,"60004,60005;60006,60007",火之守护兽,诞生于熔岩中的守护兽,santoulong1_icon,1:1;2:1;2291:10;2081:4;2091:4;2101:4;2111:4;2121:10;2511:4;2501:4,RT_Dragon,cw_shuxing5,3920,1080,1010,794,1300,164,224,191,128,0,0,0,0,0,0,0,0,0,0,1,10,,,
