questName,QuestId,QuestKind,QuestType,NeedLevel,NeedItemID,RequireType,Requirement,StartNPC,StartTalk,FinishNPCScene,FinishNPC,DoingScene,DoingCoordinate,ProTalk,FinishTalk,PreQuest,Coin,Exp,Item,ItemNum,Target,TargetNum,DropID,DropID2,chuansong,QuestMiniDesc,Endtarget,QuestDes,JobType,JobLevel,Title,AcceptScript,SubmitScript,PostQuest,Bossnpc
刺客之道（二）,60004,QK_Profession,QT_KillAI,25,,RT_Nil,,202,130010,2,202,2,,130011,130012,10005,,,,,47,99,210005,,999;202,[info=6|4]就职任务，击败99个[ff9696]水鬼[-][/info],[info=999;202]就职任务：在酒吧内与[fbf21c]暗影刺客大师奥多[-]交谈[/info],进行暗影刺客大师奥多给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,,,,,,60005,
刺客之道（三）,60005,QK_Profession,QT_KillAI,25,,RT_Nil,,202,130013,2,202,2,,130014,130015,60004,,,,,41,20,210005,,999;202,[info=30|7]就职任务，击败20个[ff9696]怪怪箱[-][/info],[info=999;202]就职任务：在酒吧内与[fbf21c]暗影刺客大师奥多[-]交谈[/info],进行暗影刺客大师奥多给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,,,,,,60006,
刺客之道（四）,60006,QK_Profession,QT_KillAI,25,,RT_Nil,,202,130016,2,202,2,,130017,130018,60005,,,,,50002,1,210005,,999;202,[info=30;3002]就职任务：在城镇小径找到[fbf21c]魔像瓦特[-]，并击败他[/info],[info=999;202]就职任务：在酒吧内与[fbf21c]暗影刺客大师奥多[-]交谈[/info],进行暗影刺客大师奥多给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,JT_Ninja,1,,,,,
精神奥义（一）,10006,QK_Profession,QT_KillAI,25,,RT_Nil,,203,170,2,203,2,,171,172,,,,,,70077,1,210006,,999;203,[info=30;3005]就职任务：在城镇小径找到[fbf21c]火元素[-]，并击败他[/info],[info=999;203]就职任务：在酒吧内与[fbf21c]咒术之火米莉卡[-]交谈[/info],进行咒术之火米莉卡给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,,,,,,60007,
精神奥义（二）,60007,QK_Profession,QT_KillAI,25,,RT_Nil,,203,130019,2,203,2,,130020,130021,10006,,,,,70078,1,210006,,999;203,[info=30;3006]就职任务：在城镇小径找到[fbf21c]水元素[-]，并击败他[/info],[info=999;203]就职任务：在酒吧内与[fbf21c]咒术之火米莉卡[-]交谈[/info],进行咒术之火米莉卡给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,,,,,,60008,
精神奥义（三）,60008,QK_Profession,QT_KillAI,25,,RT_Nil,,203,130022,2,203,2,,130023,130024,60007,,,,,70079,1,210006,,999;203,[info=30;3007]就职任务：在城镇小径找到[fbf21c]地元素[-]，并击败他[/info],[info=999;203]就职任务：在酒吧内与[fbf21c]咒术之火米莉卡[-]交谈[/info],进行咒术之火米莉卡给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,,,,,,60009,
精神奥义（四）,60009,QK_Profession,QT_KillAI,25,,RT_Nil,,203,130025,2,203,2,,130026,130027,60008,,,,,70080,1,210006,,999;203,[info=30;3008]就职任务：在城镇小径找到[fbf21c]风元素[-]，并击败他[/info],[info=999;203]就职任务：在酒吧内与[fbf21c]咒术之火米莉卡[-]交谈[/info],进行咒术之火米莉卡给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,,,,,,60010,
精神奥义（五）,60010,QK_Profession,QT_KillAI,25,,RT_Nil,,203,130028,2,203,2,,130029,130030,60009,,,,,50003,1,210006,,999;203,[info=30;3003]就职任务：在城镇小径找到[fbf21c]恐怖之箱巴奇亚[-]，并击败他[/info],[info=999;203]就职任务：在酒吧内与[fbf21c]咒术之火米莉卡[-]交谈[/info],进行咒术之火米莉卡给予的试炼吧，去遇敌，击败你的目标，来完成试炼。,JT_Word,1,,,,,
骑士之道（守护）,10008,QK_Profession,QT_KillAI,25,,RT_Nil,,1107,130031,2,1107,2,,130032,130033,,,,,,70081,1,210008,,999;1107,[info=30;3010]就职任务：在城镇小径找到[fbf21c]残暴[-]，并击败他[/info],[info=999;1107]就职任务：在酒吧与[fbf21c]老英雄佩普[-]交谈[/info],修习骑士之道，成为一名真正的骑士。,,,,,,60011,
骑士之道（正义）,60011,QK_Profession,QT_KillAI,25,,RT_Nil,,1107,130034,2,1107,2,,130035,130036,10008,,,,,70082,1,210008,,999;1107,[info=30;3011]就职任务：在城镇小径找到[fbf21c]邪恶[-]，并击败他[/info],[info=999;1107]就职任务：在酒吧与[fbf21c]老英雄佩普[-]交谈[/info],修习骑士之道，成为一名真正的骑士。,,,,,,60012,
骑士之道（无畏）,60012,QK_Profession,QT_KillAI,25,,RT_Nil,,1107,130037,2,1107,2,,130038,130039,60011,,,,,70083,1,210008,,999;1107,[info=30;3012]就职任务：在城镇小径找到[fbf21c]暴虐[-]，并击败他[/info],[info=999;1107]就职任务：在酒吧与[fbf21c]老英雄佩普[-]交谈[/info],修习骑士之道，成为一名真正的骑士。,JT_Knight,1,,,,,
天人合一（一）,10009,QK_Profession,QT_GiveBaby,35,,RT_Nil,,1109,130040,2,1109,2,,130041,130042,,,,,,33,1,210009,,999;1109,[info=30|2]就职任务，[00ec00]捕捉[-]1个[ff9696]黑熊[-][/info],[info=999;1109]就职任务：在酒吧与[fbf21c]铁僧 霍华德[-]交谈[/info],修习武僧之道，成为一名真正的武僧。,,,,,"QuestSubmit_10009(RECEIVER, ARG0, ARG1, ARG2,ARG3)",60013,
天人合一（二）,60013,QK_Profession,QT_GiveBaby,35,,RT_Nil,,1109,130043,2,1109,2,,130044,130045,10009,,,,,51,1,210009,,999;1109,[info=30|6]就职任务，[00ec00]捕捉[-]1个[ff9696]泡沫软泥怪[-][/info],[info=999;1109]就职任务：在酒吧与[fbf21c]铁僧 霍华德[-]交谈[/info],修习武僧之道，成为一名真正的武僧。,,,,,"QuestSubmit_60013(RECEIVER, ARG0, ARG1, ARG2,ARG3)",60014,
天人合一（三）,60014,QK_Profession,QT_GiveBaby,35,,RT_Nil,,1109,130046,2,1109,2,,130047,130048,60013,,,,,10030,1,210009,,999;1109,[info=40|8]就职任务，[00ec00]捕捉[-]1个[ff9696]血骷髅[-][/info],[info=999;1109]就职任务：在酒吧与[fbf21c]铁僧 霍华德[-]交谈[/info],修习武僧之道，成为一名真正的武僧。,,,,,"QuestSubmit_60014(RECEIVER, ARG0, ARG1, ARG2,ARG3)",60015,
天人合一（四）,60015,QK_Profession,QT_GiveBaby,35,,RT_Nil,,1109,130049,2,1109,2,,130050,130051,60014,,,,,10091,1,210009,,999;1109,[info=40|4]就职任务，[00ec00]捕捉[-]1个[ff9696]狂暴刺球[-][/info],[info=999;1109]就职任务：在酒吧与[fbf21c]铁僧 霍华德[-]交谈[/info],修习武僧之道，成为一名真正的武僧。,,,,,"QuestSubmit_60015(RECEIVER, ARG0, ARG1, ARG2,ARG3)",60016,
天人合一（五）,60016,QK_Profession,QT_GiveBaby,35,,RT_Nil,,1109,130052,2,1109,2,,130053,130054,60015,,,,,10068,1,210009,,999;1109,[info=40|9]就职任务，[00ec00]捕捉[-]1个[ff9696]螳螂[-][/info],[info=999;1109]就职任务：在酒吧与[fbf21c]铁僧 霍华德[-]交谈[/info],修习武僧之道，成为一名真正的武僧。,JT_Fighter,1,,,"QuestSubmit_60016(RECEIVER, ARG0, ARG1, ARG2,ARG3)",,
巫师研究（一）,10010,QK_Profession,QT_KillAI,35,,RT_Nil,,1110,130055,2,1110,2,,130056,130057,,,,,,70084,1,210010,,999;1110,[info=30;3013]就职任务：在城镇小径找到[fbf21c]初级实验体[-]，并击败他[/info],[info=999;1110]就职任务：与[fbf21c]毒巫 莫尔林[-]交谈[/info],修习巫师之道，成为一名真正的巫师。,,,,,,60017,
巫师研究（二）,60017,QK_Profession,QT_KillAI,35,,RT_Nil,,1110,130058,2,1110,2,,130059,130060,10010,,,,,70085,1,210010,,999;1110,[info=30;3014]就职任务：在城镇小径找到[fbf21c]中级实验体[-]，并击败他[/info],[info=999;1110]就职任务：与[fbf21c]毒巫 莫尔林[-]交谈[/info],修习巫师之道，成为一名真正的巫师。,,,,,,60018,
巫师研究（三）,60018,QK_Profession,QT_KillAI,35,,RT_Nil,,1110,130061,2,1110,2,,130062,130063,60017,,,,,70086,1,210010,,999;1110,[info=30;3015]就职任务：在城镇小径找到[fbf21c]高级实验体[-]，并击败他[/info],[info=999;1110]就职任务：与[fbf21c]毒巫 莫尔林[-]交谈[/info],修习巫师之道，成为一名真正的巫师。,JT_Wizard,1,,,,,
再续猎人之道,10012,QK_Profession,QT_KillAI,20,,RT_Nil,,207,440,999,207,2,"5,-2",441,442,,,,,,50000,1,210000,,2;207,[info=2;543]就职任务：在伊利斯村外找到[fbf21c]盗匪首领[-]，并击败他[/info],[info=999;207]就职任务：在酒吧内与[fbf21c]大贤者玛丽安娜[-]交谈[/info],来进行大贤者玛丽安娜给予的试炼吧，击败恶贯满盈的盗匪首领，为伊利斯村除去祸害。,JT_Archer,1,,,,,
再续法师之道,10013,QK_Profession,QT_KillAI,20,,RT_Nil,,207,440,999,207,2,"6,2",441,442,,,,,,50000,1,210001,,2;207,[info=2;543]就职任务：在伊利斯村外找到[fbf21c]盗匪首领[-]，并击败他[/info],[info=999;207]就职任务：在酒吧内与[fbf21c]大贤者玛丽安娜[-]交谈[/info],来进行大贤者玛丽安娜给予的试炼吧，击败恶贯满盈的盗匪首领，为伊利斯村除去祸害。,JT_Mage,1,,,,,
再续牧师之道,10014,QK_Profession,QT_KillAI,20,,RT_Nil,,207,440,999,207,2,"-4,-3",441,442,,,,,,50000,1,210002,,2;207,[info=2;543]就职任务：在伊利斯村外找到[fbf21c]盗匪首领[-]，并击败他[/info],[info=999;207]就职任务：在酒吧内与[fbf21c]大贤者玛丽安娜[-]交谈[/info],来进行大贤者玛丽安娜给予的试炼吧，击败恶贯满盈的盗匪首领，为伊利斯村除去祸害。,JT_Sage,1,,,,,
再续佣兵之道,10015,QK_Profession,QT_KillAI,20,,RT_Nil,,207,440,999,207,2,"4,14",441,442,,,,,,50000,1,210003,,2;207,[info=2;543]就职任务：在伊利斯村外找到[fbf21c]盗匪首领[-]，并击败他[/info],[info=999;207]就职任务：在酒吧内与[fbf21c]大贤者玛丽安娜[-]交谈[/info],来进行大贤者玛丽安娜给予的试炼吧，击败恶贯满盈的盗匪首领，为伊利斯村除去祸害。,JT_Axe,1,,,,,
猎人进阶2级,10100,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210100,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶猎人职业等级2级,JT_Archer,2,,,,,
法师进阶2级,10101,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210101,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶法师职业等级2级,JT_Mage,2,,,,,
牧师进阶2级,10102,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210102,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶牧师职业等级2级,JT_Sage,2,,,,,
佣兵进阶2级,10103,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210103,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶佣兵职业等级2级,JT_Axe,2,,,,,
剑士进阶2级,10104,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210104,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶剑士职业等级2级,JT_Sword,2,,,,,
刺客进阶2级,10105,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210105,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶刺客职业等级2级,JT_Ninja,2,,,,,
咒术师进阶2级,10106,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210106,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶咒术师职业等级2级,JT_Word,2,,,,,
骑士进阶2级,10108,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210108,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶骑士职业等级2级,JT_Knight,2,,,,,
武僧进阶2级,10109,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210109,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶武僧职业等级2级,JT_Fighter,2,,,,,
巫师进阶2级,10110,QK_Profession,QT_KillAI,30,,RT_Nil,,205,176,2,205,2,,177,178,,,,,,50005,1,210110,,30;205,[info=30;3101]进阶任务：在林间走廊找到[fbf21c]千年古树妖[-]，并击败他[/info],[info=30;205]进阶任务：在罗德里镇内与[fbf21c]老英雄佩普[-]交谈[/info],进阶巫师职业等级2级,JT_Wizard,2,,,,,
猎人进阶3级,10111,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶猎人职业等级3级,JT_Archer,3,,,,,
法师进阶3级,10112,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶法师职业等级3级,JT_Mage,3,,,,,
牧师进阶3级,10113,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶牧师职业等级3级,JT_Sage,3,,,,,
佣兵进阶3级,10114,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶佣兵职业等级3级,JT_Axe,3,,,,,
剑士进阶3级,10115,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶剑士职业等级3级,JT_Sword,3,,,,,
刺客进阶3级,10116,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶刺客职业等级3级,JT_Ninja,3,,,,,
咒术师进阶3级,10117,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶咒术师职业等级3级,JT_Word,3,,,,,
骑士进阶3级,10119,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶骑士职业等级3级,JT_Knight,3,,,,,
武僧进阶3级,10120,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶武僧职业等级3级,JT_Fighter,3,,,,,
巫师进阶3级,10121,QK_Profession,QT_KillAI,50,,RT_Nil,,1111,443,2,1111,2,,444,445,,,,,,28,1,90002,,5;1111,[info=5;513]进阶任务：在奥梅亚斯找到[fbf21c]巨熊[-]，并击败他[/info],[info=5;1111]进阶任务：在奥梅亚斯与[fbf21c]老英雄佩普[-]交谈[/info],进阶巫师职业等级3级,JT_Wizard,3,,,,,
15级毒蝎日常,20001,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,,,,,,11,3,220001,,1;1002,[info=101|1]在甲壳山洞遇敌，击败3个[ff9696]毒蝎[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在甲壳荒地遇敌，击败毒蝎,,,,,,20002,
15级食人魔捕捉日常,20002,QK_Daily,QT_GiveBaby,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20001,,,,,30,1,220002,,1;1002,[info=101|3]在甲壳山洞遇敌，[00ec00]捕捉[-]1个[ff9696]食人魔[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在甲壳山洞遇敌，捕捉食人魔,,,,,,20003,
15级哥布林日常,20003,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20002,,,,,15,3,220003,,1;1002,[info=101|3]在甲壳山洞遇敌，击败3个[ff9696]哥布林[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在甲壳山洞遇敌，击败哥布林,,,,,,20004,
15级树精日常,20004,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20003,,,,,17,3,220004,,1;1002,[info=30|2]在城镇小径遇敌，击败3个[ff9696]树精[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在城镇小径遇敌，击败树精,,,,,,20005,
15级黑熊日常,20005,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20004,,,,,18,3,220005,,1;1002,[info=30|2]在城镇小径遇敌，击败3个[ff9696]黑熊[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在城镇小径遇敌，击败黑熊,,,,,,20006,
15级大钳蟹日常,20006,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20005,,,,,19,3,220006,,1;1002,[info=30|3]在贝拉海滩遇敌，击败3个[ff9696]大钳蟹[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在贝拉海滩遇敌，击败大钳蟹,,,,,,20007,
15级海底龟日常,20007,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20006,,,,,20,3,220007,,1;1002,[info=6|1]在试炼山洞遇敌，击败3个[ff9696]海底龟[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在试炼山洞遇敌，击败海底龟,,,,,,20008,
15级水蜘蛛日常,20008,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20007,,,,,22,3,220008,,1;1002,[info=6|3]在试炼山洞遇敌，击败3个[ff9696]水蜘蛛[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在试炼山洞遇敌，击败水蜘蛛,,,,,,20009,
15级水鬼草日常,20009,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20008,,,,,23,3,220009,,1;1002,[info=6|3]在试炼山洞遇敌，击败3个[ff9696]水鬼草[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在试炼山洞遇敌，击败水鬼草,,,,,,20010,
15级巨人安德罗日常,20010,QK_Daily,QT_KillAI,17,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20009,,,,,30000,1,220010,,1;1002,[info=30;4001]在罗德里镇内找到[fbf21c]巨人安德罗[-]，并击败他[/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在罗德里镇找到巨人安德罗，并击败他,,,,,,,
25级贪食兽日常,20011,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,,,,,,29,5,220011,,1;1002,[info=30|6]在贝拉海滩遇敌，击败5个[ff9696]贪食兽[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在贝拉海滩遇敌，击败贪食兽,,,,,,20012,
25级泡沫软泥怪日常,20012,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20011,,,,,31,5,220012,,1;1002,[info=30|6]在贝拉海滩遇敌，击败5个[ff9696]泡沫软泥怪[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在贝拉海滩遇敌，击败泡沫软泥怪,,,,,,20013,
25级毒蘑菇捕捉日常,20013,QK_Daily,QT_GiveBaby,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20012,,,,,54,1,220013,,1;1002,[info=103|1]在食人魔洞穴遇敌，[00ec00]捕捉[-]1个[ff9696]毒蘑菇[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在食人魔洞穴遇敌，捕捉毒蘑菇,,,,,,20014,
25级行尸日常,20014,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20013,,,,,35,5,220014,,1;1002,[info=103|2]在食人魔洞穴遇敌，击败5个[ff9696]行尸[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在食人魔洞穴遇敌，击败行尸,,,,,,20015,
25级鬼影日常,20015,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20014,,,,,38,5,220015,,1;1002,[info=103|3]在食人魔洞穴遇敌，击败5个[ff9696]鬼影[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在食人魔洞穴遇敌，击败鬼影,,,,,,20016,
25级怪怪箱日常,20016,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20015,,,,,41,5,220016,,1;1002,[info=30|7]在林间走廊遇敌，击败5个[ff9696]怪怪箱[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在林间走廊遇敌，击败怪怪箱,,,,,,20017,
25级水精魂日常,20017,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20016,,,,,42,5,220017,,1;1002,[info=30|7]在林间走廊遇敌，击败5个[ff9696]水精魂[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在林间走廊遇敌，击败水精魂,,,,,,20018,
25级臭臭花日常,20018,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20017,,,,,45,5,220018,,1;1002,[info=6|2]在试炼山洞遇敌，击败5个[ff9696]臭臭花[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在试炼山洞遇敌，击败臭臭花,,,,,,20019,
25级水鬼日常,20019,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20018,,,,,47,5,220019,,1;1002,[info=6|4]在试炼山洞遇敌，击败5个[ff9696]水鬼[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在试炼山洞遇敌，击败水鬼,,,,,,20020,
25级伦纳斯恶魔日常,20020,QK_Daily,QT_KillAI,25,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20019,,,,,30001,1,220020,,1;1002,[info=30;4002]在罗德里镇内找到[fbf21c]伦纳斯恶魔[-]，并击败他[/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在罗德里镇找到伦纳斯恶魔，并击败他,,,,,,,
35级沙狼日常,20021,QK_Daily,QT_KillAI,35,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,,,,,,50,5,220021,,1;1002,[info=4|1]在沙境遇敌，击败5个[ff9696]沙狼[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在沙境遇敌，击败沙狼,,,,,,20022,
35级食人花日常,20022,QK_Daily,QT_KillAI,35,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20021,,,,,52,5,220022,,1;1002,[info=4|2]在荒漠长廊遇敌，击败5个[ff9696]食人花[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在荒漠长廊遇敌，击败食人花,,,,,,20023,
35级沙漠蝎日常,20023,QK_Daily,QT_KillAI,35,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20022,,,,,53,5,220023,,1;1002,[info=4|2]在荒漠长廊遇敌，击败5个[ff9696]沙漠蝎[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在荒漠长廊遇敌，击败沙漠蝎,,,,,,20024,
35级异教之火日常,20024,QK_Daily,QT_KillAI,35,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20023,,,,,61,5,220024,,1;1002,[info=104|2]在毒龙祭坛遇敌，击败5个[ff9696]异教之火[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在毒龙祭坛遇敌，击败异教之火,,,,,,20025,
35级木乃伊日常,20025,QK_Daily,QT_KillAI,35,,RT_Nil,,1002,3002,1,1002,1,"4,14",3003,3004,20024,,,,,63,5,220025,,1;1002,[info=105|2]在王者墓穴遇敌，击败5个[ff9696]木乃伊[-][/info],[info=1;1002]在主城内和[fbf21c]日常任务负责人交谈[-][/info],在王者墓穴遇敌，击败木乃伊,,,,,,20026,
