DropID,text,exp,money,diamond,item-1,item-num-1,pro-type-1,probability-1,item-2,item-num-2,pro-type-2,probability-2,item-3,item-num-3,pro-type-3,probability-3,item-4,item-num-4,pro-type-4,probability-4,item-5,item-num-5,pro-type-5,probability-5,item-6,item-num-6,pro-type-6,probability-6
120052,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120053,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120054,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120055,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120056,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120057,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120058,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120059,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120060,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120061,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120062,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120063,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120064,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120065,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120066,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120067,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120068,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120069,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120070,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120071,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120072,日常任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
120073,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120074,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120075,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120076,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120077,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120078,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120079,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120080,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120081,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120082,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120083,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120084,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120085,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120086,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120087,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120088,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120089,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120090,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120091,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120092,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120093,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120094,日常任务,2400,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120095,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120096,日常任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120097,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120098,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120099,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120100,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120101,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120102,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120103,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120104,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120105,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120106,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120107,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120108,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120109,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120110,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120111,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120112,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120113,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120114,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120115,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120116,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120117,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120118,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120119,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120120,日常任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
120121,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120122,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120123,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120124,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120125,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120126,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120127,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120128,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120129,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120130,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120131,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120132,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120133,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120134,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120135,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120136,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120137,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120138,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120139,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120140,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120141,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120142,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120143,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120144,日常任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120145,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120146,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120147,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120148,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120149,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120150,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120151,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120152,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120153,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120154,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120155,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120156,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120157,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120158,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120159,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120160,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120161,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120162,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120163,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120164,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120165,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120166,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120167,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120168,日常任务,1120,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
120169,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120170,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120171,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120172,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120173,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120174,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120175,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120176,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120177,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120178,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120179,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120180,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120181,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120182,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120183,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120184,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120185,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120186,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120187,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120188,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120189,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120190,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120191,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120192,日常任务,1430,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120193,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120194,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120195,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120196,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120197,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120198,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120199,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120200,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120201,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120202,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120203,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120204,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120205,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120206,日常任务,1800,0,,3005,1,1,100,3105,1,1,100,3405,1,1,100,,,,,,,,,,,,
120207,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120208,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120209,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120210,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120211,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120212,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120213,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120214,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120215,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120216,日常任务,1800,0,,3006,1,1,50,3106,1,1,50,3406,1,1,50,,,,,,,,,,,,
120217,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120218,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120219,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120220,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120221,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120222,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120223,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120224,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120225,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120226,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120227,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120228,日常任务,2200,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120229,日常任务,2650,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120230,日常任务,2650,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120231,日常任务,2650,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120232,日常任务,2650,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120233,日常任务,2650,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
120234,日常任务,2650,0,,3007,1,1,80,3107,1,1,80,3407,1,1,80,21365,1,1,10,,,,,,,,
140001,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140002,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140003,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140004,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140005,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140006,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140007,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140008,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140009,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140010,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140011,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140012,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140013,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140014,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140015,通缉任务,150,0,,3001,1,1,500,3101,1,1,500,3401,1,1,500,,,,,,,,,,,,
140016,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140017,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140018,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140019,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140020,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140021,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140022,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140023,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140024,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140025,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140026,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140027,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140028,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140029,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140030,通缉任务,230,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140031,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140032,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140033,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140034,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140035,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140036,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140037,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140038,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140039,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140040,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140041,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140042,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140043,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140044,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140045,通缉任务,340,0,,3002,1,1,300,3102,1,1,300,3402,1,1,300,,,,,,,,,,,,
140046,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140047,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140048,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140049,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140050,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140051,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140052,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140053,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140054,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140055,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140056,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140057,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140058,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140059,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140060,通缉任务,480,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140061,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140062,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140063,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140064,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140065,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140066,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140067,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140068,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140069,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140070,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140071,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140072,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140073,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140074,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140075,通缉任务,650,0,,3003,1,1,200,3103,1,1,200,3403,1,1,200,,,,,,,,,,,,
140076,通缉任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
140077,通缉任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
140078,通缉任务,860,0,,3004,1,1,100,3104,1,1,100,3404,1,1,100,,,,,,,,,,,,
