ID,SkillName,NameEffectID,SkillDesc,SkillType,SelectedTarget,Pr,Lv,CastEffectAssetID,EffectAssetID,BeAttackAssetID,StateIDs,isMelee,isPhysic,GroupID,LearnGroup,cost,SkillTargetType,PassiveName,resIconName,resTextName,GloAction,GloCondition,Actions,Conditions,ImpactPropType,ImpactPropNum,LearnQuestID,LearnCoin,LevelUpNeedItem,exp,DontCare,LearnLv,SkillBack,SkillIconTex
1062,神圣突击等级2,567,给予对象[ff6000]1.2[-]倍的伤害，命中降低，10级可用。,SKT_Active,,400,2,83,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,18,STT_AllNoSelf,PAT_None,UniverseIcon_icon,UniverseText,"skill_qiankun_2(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级3,567,给予对象[ff6000]1.3[-]倍的伤害，命中降低，20级可用。,SKT_Active,,1300,3,83,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,26,STT_AllNoSelf,PAT_None,UniverseIcon_icon,UniverseText,"skill_qiankun_3(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级4,567,给予对象[ff6000]1.4[-]倍的伤害，命中降低，30级可用。,SKT_Active,,5300,4,84,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,34,STT_AllNoSelf,PAT_None,UniverseIcon_icon,UniverseText,"skill_qiankun_4(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级5,567,给予对象[ff6000]1.5[-]倍的伤害，命中降低，40级可用。并且需要进阶为1转职业等级。,SKT_Active,,20600,5,84,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,42,STT_AllNoSelf,PAT_None,UniverseIcon_icon,UniverseText,"skill_qiankun_5(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级6,567,给予对象[ff6000]1.6[-]倍的伤害，命中降低，50级可用。并且需要进阶为1转职业等级。,SKT_Active,,96600,6,84,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,50,STT_AllNoSelf,PAT_None,UniverseIcon_icon,UniverseText,"skill_qiankun_6(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级7,567,给予对象[ff6000]1.7[-]倍的伤害，命中降低，60级可用。并且需要进阶为2转职业等级。,SKT_Active,,261600,7,85,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,58,STT_AllNoSelf,PAT_None,UniverseIcon_icon,UniverseText,"skill_qiankun_7(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级8,567,给予对象[ff6000]1.8[-]倍的伤害，命中降低，70级可用。并且需要进阶为2转职业等级。,SKT_Active,,621600,8,85,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,66,STT_AllNoSelf,PAT_None,UniverseIcon_icon,qiankunText,"skill_qiankun_8(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,神圣突击等级9,567,给予对象[ff6000]1.9[-]倍的伤害，命中降低，80级可用。并且需要进阶为3转职业等级。,SKT_Active,,1271600,9,85,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,74,STT_AllNoSelf,PAT_None,UniverseIcon_icon,qiankunText,"skill_qiankun_9(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1062,圣者降临,567,给予对象[ff6000]2[-]倍的伤害，命中降低，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,,10,7,92,2,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,,1,神圣突击,,82,STT_AllNoSelf,PAT_None,UniverseIcon_icon,qiankunText,"skill_qiankun_10(RECEIVER, ARG0, ARG1, ARG2, ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,,1,ICON_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0,AF_zhandou_jinengshifang_07_shenshengtuji_1.1.0.0
1081,魔能摄取等级1,558,能扣敌人[ff6000]5%[-]的现有魔力，1级可用。,SKT_Active,,100,1,83,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,5,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_1(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1000,4500,5,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级2,558,能扣敌人[ff6000]10%[-]的现有魔力，10级可用。,SKT_Active,,400,2,83,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,10,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_2(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级3,558,能扣敌人[ff6000]15%[-]的现有魔力，20级可用。,SKT_Active,,1300,3,83,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,15,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_3(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级4,558,能扣敌人[ff6000]20%[-]的现有魔力，30级可用。,SKT_Active,,5300,4,84,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,20,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_4(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级5,558,能扣敌人[ff6000]25%[-]的现有魔力，40级可用。并且需要进阶为1转职业等级。,SKT_Active,,20600,5,84,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,25,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_5(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级6,558,能扣敌人[ff6000]30%[-]的现有魔力，50级可用。并且需要进阶为1转职业等级。,SKT_Active,,96600,6,84,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,30,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_6(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级7,558,能扣敌人[ff6000]35%[-]的现有魔力，60级可用。并且需要进阶为2转职业等级。,SKT_Active,,261600,7,85,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,35,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_7(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级8,558,能扣敌人[ff6000]40%[-]的现有魔力，70级可用。并且需要进阶为2转职业等级。,SKT_Active,,621600,8,85,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,40,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_8(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级9,558,能扣敌人[ff6000]45%[-]的现有魔力，80级可用。并且需要进阶为3转职业等级。,SKT_Active,,1271600,9,85,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,45,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_9(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1081,魔能摄取等级10,558,能扣敌人[ff6000]50%[-]的现有魔力，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,,10,7,-1,42,ST_Defense;ST_Dodge;ST_ActionAbsorb;ST_Shield;ST_ActionBounce;ST_ActionInvalid,1,1,魔能摄取,1,50,STT_AllNoSelf,PAT_None,anshaIcon_icon,zhanlixixinText,"skill_zhanli_10(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,,1,ICON_zhandou_jinengshifang_08_monengshequ_1.1.0.0,AF_zhandou_jinengshifang_08_monengshequ_1.1.0.0
1091,自体再生等级1,533,回复最大生命值约[ff6000]5~10%[-]，1级可用。,SKT_Active,,100,1,-1,29,-1,,0,,自体再生,1,15,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_1(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,1000,4500,5,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级2,533,回复最大生命值约[ff6000]5~15%[-]，10级可用。,SKT_Active,,400,2,-1,29,-1,,0,,自体再生,1,30,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_2(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级3,533,回复最大生命值约[ff6000]5~20%[-]，20级可用。,SKT_Active,,1300,3,-1,29,-1,,0,,自体再生,1,45,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_3(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级4,533,回复最大生命值约[ff6000]5~25%[-]，30级可用。,SKT_Active,,5300,4,-1,29,-1,,0,,自体再生,1,60,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_4(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级5,533,回复最大生命值约[ff6000]5~30%[-]，40级可用。并且需要进阶为1转职业等级。,SKT_Active,,20600,5,-1,29,-1,,0,,自体再生,1,75,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_5(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级6,533,回复最大生命值约[ff6000]5~35%[-]，50级可用。并且需要进阶为1转职业等级。,SKT_Active,,96600,6,-1,29,-1,,0,,自体再生,1,90,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_6(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级7,533,回复最大生命值约[ff6000]5~40%[-]，60级可用。并且需要进阶为2转职业等级。,SKT_Active,,261600,7,-1,29,-1,,0,,自体再生,1,105,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_7(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级8,533,回复最大生命值约[ff6000]5~45%[-]，70级可用。并且需要进阶为2转职业等级。,SKT_Active,,621600,8,-1,29,-1,,0,,自体再生,1,120,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_8(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,自体再生等级9,533,回复最大生命值约[ff6000]5~50%[-]，80级可用。并且需要进阶为3转职业等级。,SKT_Active,,1271600,9,-1,29,-1,,0,,自体再生,1,135,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_9(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
1091,永恒再生,533,回复最大生命值约[ff6000]5~60%[-]，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,,10,-1,29,-1,,0,,自体再生,1,150,STT_Self,PAT_None,jiezaoIcon_icon,jiezaoText,"skill_mingjing_10(RECEIVER, ARG0, ARG1)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,,1,ICON_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0,AF_zhandou_jinengshifang_09_zitizaisheng_1.1.0.0
2001,落石等级1,557,攻击单体的地属性魔法，建议精神达123，1级可用。,SKT_Active,,100,1,79,65,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,5,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,800,4500,5,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级2,557,攻击单体的地属性魔法，建议精神达143，10级可用。,SKT_Active,,400,2,79,65,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,10,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级3,557,攻击单体的地属性魔法，建议精神达163，20级可用。,SKT_Active,,1300,3,79,65,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,15,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级4,557,攻击单体的地属性魔法，建议精神达183，30级可用。,SKT_Active,,5300,4,80,66,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,20,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级5,557,攻击单体的地属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,,20600,5,80,66,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,25,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4504,9,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级6,557,攻击单体的地属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,,96600,6,80,66,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,30,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4505,10,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级7,557,攻击单体的地属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,,261600,7,81,67,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,35,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4506,11,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级8,557,攻击单体的地属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,,621600,8,81,67,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,40,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4507,12,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级9,557,攻击单体的地属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,,1271600,9,81,67,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,45,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4508,13,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2001,落石等级10,557,攻击单体的地属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,,10,82,68,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,石突,2,50,STT_All,PAT_None,yunshiIcon_icon,yunshiText,"skill_yunshi_danti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,,,,1,ICON_zhandou_jinengshifang_10_yunshi_1.1.0.0,AF_zhandou_jinengshifang_10_yunshi_1_1.1.0.0
2011,冰冻等级1,502,攻击单体的水属性魔法，建议精神达123，1级可用。,SKT_Active,,100,1,79,57,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,寒冰箭,2,5,STT_All,PAT_None,bingdongIcon_icon,bingdongText,"skill_bingdong_danti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,800,4500,5,,1,ICON_zhandou_jinengshifang_11_hanbing_1.1.0.0,AF_zhandou_jinengshifang_11_hanbing_1_1.1.0.0
2011,冰冻等级2,502,攻击单体的水属性魔法，建议精神达143，10级可用。,SKT_Active,,400,2,79,57,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,寒冰箭,2,10,STT_All,PAT_None,bingdongIcon_icon,bingdongText,"skill_bingdong_danti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4501,6,,1,ICON_zhandou_jinengshifang_11_hanbing_1.1.0.0,AF_zhandou_jinengshifang_11_hanbing_1_1.1.0.0
2011,冰冻等级3,502,攻击单体的水属性魔法，建议精神达163，20级可用。,SKT_Active,,1300,3,79,57,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,寒冰箭,2,15,STT_All,PAT_None,bingdongIcon_icon,bingdongText,"skill_bingdong_danti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4502,7,,1,ICON_zhandou_jinengshifang_11_hanbing_1.1.0.0,AF_zhandou_jinengshifang_11_hanbing_1_1.1.0.0
2011,冰冻等级4,502,攻击单体的水属性魔法，建议精神达183，30级可用。,SKT_Active,,5300,4,80,58,8,ST_MagicAbsorb;ST_MagicBounce;ST_MagicInvalid;ST_Shield,,,寒冰箭,2,20,STT_All,PAT_None,bingdongIcon_icon,bingdongText,"skill_bingdong_danti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,,,4503,8,,1,ICON_zhandou_jinengshifang_11_hanbing_1.1.0.0,AF_zhandou_jinengshifang_11_hanbing_1_1.1.0.0
